Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1954-55,24,ROC,NBA,SF,3,50,3.6,0.203,0.25,NA,NA,NA,6.4,NA,-0.3,0.1,-0.2,-0.198
1957-58,27,CIN,NBA,SF,2,33,26.4,0.469,0.294,NA,NA,NA,12,NA,0.1,0,0.1,0.149
Career,NA,,NBA,,5,83,12.7,0.326,0.27,NA,NA,NA,8.6,NA,-0.2,0.1,-0.1,-0.06
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,"ROC,CIN",NBA,,5,83,12.7,0.326,0.27,NA,NA,NA,8.6,NA,-0.2,0.1,-0.1,-0.06
