Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1954-55,24,ROC,NBA,SF,72,,18.6,3.1,7.0,.442,1.8,2.7,.675,3.6,1.5,1.4,8.0
1955-56,25,Did Not Play (military service),Did Not Play (military service),Did Not Play (military service),Did Not Play (military service),Did Not Play (military service),Did Not Play (military service),Did Not Play (military service),Did Not Play (military service),Did Not Play (military service),Did Not Play (military service),Did Not Play (military service),Did Not Play (military service),Did Not Play (military service),Did Not Play (military service),Did Not Play (military service),Did Not Play (military service)
1956-57,26,ROC,NBA,SF,40,,11.5,1.4,4.1,.344,1.2,1.5,.810,2.1,0.8,0.8,4.0
1957-58,27,TOT,NBA,SF,38,,13.6,1.4,4.4,.313,1.3,1.7,.762,2.7,0.5,1.1,4.0
1957-58,27,DET,NBA,SF,9,,7.3,0.8,2.4,.318,0.8,0.9,.875,0.9,0.4,0.7,2.3
1957-58,27,CIN,NBA,SF,29,,15.6,1.6,5.0,.313,1.4,1.9,.745,3.2,0.5,1.3,4.5
1958-59,28,CIN,NBA,SF,18,,15.1,1.3,4.4,.291,1.0,1.6,.621,2.9,1.5,1.2,3.6
Career,NA,,NBA,,168,,15.4,2.1,5.4,.388,1.5,2.0,.709,2.9,1.1,1.2,5.7
,NA,,,,,,,,,,,,,,,,
4 seasons,NA,"ROC,CIN",NBA,,159,,15.9,2.2,5.6,.389,1.5,2.1,.705,3.0,1.2,1.2,5.9
1 season,NA,DET,NBA,,9,,7.3,0.8,2.4,.318,0.8,0.9,.875,0.9,0.4,0.7,2.3
