,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2010-11,23,TOT,NBA,PF,49,640,,,1%,98%,2%,-4.9,-3.3,4,3,47,4,9,4,75,2,14
2010-11,23,BOS,NBA,PF,28,241,,,2%,97%,1%,-1.5,-8.0,0,1,18,2,3,2,26,2,7
2010-11,23,CLE,NBA,PF,21,399,,,,98%,2%,-7.0,+2.8,4,2,29,2,6,2,49,0,7
2011-12,24,CLE,NBA,PF,21,231,,,15%,79%,7%,-12.2,-5.1,2,0,10,2,4,1,15,1,8
Career,,,NBA,,70,871,,,4%,92%,3%,-6.9,-3.8,6,3,57,6,13,5,90,3,22
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,CLE,NBA,,42,630,,,5%,91%,4%,-8.9,-0.1,6,2,39,4,10,3,64,1,15
1 season,,BOS,NBA,,28,241,,,2%,97%,1%,-1.5,-8.0,0,1,18,2,3,2,26,2,7
