Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2015-16,20,PHI,NBA,C,53,48,1591,397,781,0.508,1,6,0.167,396,775,0.511,0.509,133,194,0.686,122,251,373,65,22,61,124,140,928
2016-17,21,PHI,NBA,C,50,33,1134,242,471,0.514,0,0,NA,242,471,0.514,0.514,106,158,0.671,81,159,240,58,20,49,91,122,590
2017-18,22,TOT,NBA,C,28,0,353,77,138,0.558,1,4,0.25,76,134,0.567,0.562,21,29,0.724,21,64,85,12,3,18,21,51,176
2017-18,22,PHI,NBA,C,2,0,25,4,9,0.444,0,0,NA,4,9,0.444,0.444,2,4,0.5,4,5,9,1,0,2,3,7,10
2017-18,22,BRK,NBA,C,26,0,328,73,129,0.566,1,4,0.25,72,125,0.576,0.57,19,25,0.76,17,59,76,11,3,16,18,44,166
2018-19,23,NOP,NBA,C,59,24,935,212,362,0.586,1,5,0.2,211,357,0.591,0.587,59,89,0.663,82,196,278,40,15,40,52,96,484
2019-20,24,NOP,NBA,C,28,9,424,88,144,0.611,1,2,0.5,87,142,0.613,0.615,37,58,0.638,46,73,119,36,7,19,36,63,214
Career,NA,,NBA,,218,114,4437,1016,1896,0.536,4,17,0.235,1012,1879,0.539,0.537,356,528,0.674,352,743,1095,211,67,187,324,472,2392
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,PHI,NBA,,105,81,2750,643,1261,0.51,1,6,0.167,642,1255,0.512,0.51,241,356,0.677,207,415,622,124,42,112,218,269,1528
2 seasons,NA,NOP,NBA,,87,33,1359,300,506,0.593,2,7,0.286,298,499,0.597,0.595,96,147,0.653,128,269,397,76,22,59,88,159,698
1 season,NA,BRK,NBA,,26,0,328,73,129,0.566,1,4,0.25,72,125,0.576,0.57,19,25,0.76,17,59,76,11,3,16,18,44,166
