,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2004-05,26,WAS,NBA,SG,10,401,,66%,33%,,,-1.2,+8.7,9,7,12,6,34,0,83,7,17
2005-06,27,CLE,NBA,SG,9,336,,84%,17%,,,-5.6,-4.1,7,4,13,3,12,1,76,2,13
2006-07,28,CLE,NBA,SG,18,639,66%,29%,5%,,,-0.5,-10.4,28,8,18,3,22,2,95,3,15
2009-10,31,CHA,NBA,SG,4,58,,99%,2%,,,-5.0,+9.1,1,1,2,1,3,0,13,0,1
Career,,,NBA,,41,1434,29%,55%,15%,,,-2.1,-2.8,45,20,45,13,71,3,267,12,46
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,CLE,NBA,,27,975,43%,48%,9%,,,-2.3,-8.2,35,12,31,6,34,3,171,5,28
1 season,,WAS,NBA,,10,401,,66%,33%,,,-1.2,+8.7,9,7,12,6,34,0,83,7,17
1 season,,CHA,NBA,,4,58,,99%,2%,,,-5.0,+9.1,1,1,2,1,3,0,13,0,1
