,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,22,GSW,NBA,SG,50,1846,15%,75%,10%,,,-6.7,+5.5,65,53,73,10,106,0,478,14,63
2001-02,23,GSW,NBA,SG,73,2049,53%,44%,2%,,,-5.7,+0.4,87,52,66,16,111,0,671,27,73
2002-03,24,WAS,NBA,PG,67,2137,70%,29%,1%,,,-1.1,-0.1,71,39,63,15,90,0,429,25,51
2003-04,25,WAS,NBA,SG,61,2061,1%,90%,10%,,,-5.1,+1.8,69,51,55,21,151,0,324,27,75
2004-05,26,WAS,NBA,SG,61,2358,2%,84%,14%,,,+2.2,+6.2,69,42,59,26,187,0,637,35,74
2005-06,27,CLE,NBA,SG,36,1281,1%,86%,13%,,,+1.4,-1.9,42,23,55,19,84,11,295,14,34
2006-07,28,CLE,NBA,SG,70,2596,27%,65%,8%,,,+4.7,+0.7,67,46,75,20,147,11,564,36,55
2007-08,29,TOT,NBA,PG-SG,68,2020,34%,63%,3%,,,-4.3,-3.6,63,28,72,15,74,9,400,9,55
2007-08,29,CLE,NBA,PG,40,1210,53%,47%,,,,-4.4,-6.3,36,19,54,10,44,7,204,6,36
2007-08,29,CHI,NBA,SG,28,810,4%,88%,7%,1%,,-4.2,-1.3,27,9,18,5,30,2,196,3,19
2008-09,30,TOT,NBA,SF-SG,55,1479,3%,60%,37%,,,-5.6,-5.1,36,21,47,6,61,9,271,8,34
2008-09,30,CHI,NBA,SF,30,792,2%,44%,54%,,,-4.0,-4.9,21,10,27,2,34,5,131,4,19
2008-09,30,NYK,NBA,SG,25,687,4%,79%,17%,,,-7.3,-5.6,15,11,20,4,27,4,140,4,15
2009-10,31,TOT,NBA,SG,45,1115,10%,87%,3%,,,-2.8,-1.8,39,16,31,5,51,7,305,11,23
2009-10,31,NYK,NBA,SG,31,820,12%,85%,3%,,,-2.6,+1.5,29,11,25,4,37,5,240,8,15
2009-10,31,CHA,NBA,SG,14,295,3%,94%,3%,,,-3.2,-5.2,10,5,6,1,14,2,65,3,8
2011-12,33,ORL,NBA,PG,9,114,68%,32%,,,,-27.1,-29.1,6,2,5,2,1,0,16,0,1
Career,,,NBA,,595,19056,24%,67%,9%,,,-2.2,+0.4,614,373,601,155,1063,47,4390,206,538
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,WAS,NBA,,189,6556,23%,68%,9%,,,-1.2,+2.8,209,132,177,62,428,0,1390,87,200
3 seasons,,CLE,NBA,,146,5087,27%,66%,7%,,,+1.7,-1.6,145,88,184,49,275,29,1063,56,125
2 seasons,,GSW,NBA,,123,3895,35%,59%,6%,,,-6.2,+2.8,152,105,139,26,217,0,1149,41,136
2 seasons,,CHI,NBA,,58,1602,3%,66%,30%,,,-4.1,-3.1,48,19,45,7,64,7,327,7,38
2 seasons,,NYK,NBA,,56,1507,9%,82%,9%,,,-4.8,-1.7,44,22,45,8,64,9,380,12,30
1 season,,CHA,NBA,,14,295,3%,94%,3%,,,-3.2,-5.2,10,5,6,1,14,2,65,3,8
1 season,,ORL,NBA,,9,114,68%,32%,,,,-27.1,-29.1,6,2,5,2,1,0,16,0,1
