,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2014-15,23,DEN,NBA,C,24,268,,,,24%,76%,-20.2,-17.6,9,5,22,6,13,0,31,6,14
2015-16,24,DEN,NBA,C,59,1041,,,,23%,77%,-9.7,-9.0,12,15,44,16,32,1,134,6,32
2016-17,25,TOT,NBA,PF-C,70,980,,,,71%,29%,-4.8,-5.8,25,11,38,7,30,4,159,7,25
2016-17,25,OKC,NBA,PF,50,739,,,1%,86%,14%,-5.6,-7.4,20,7,36,5,21,4,118,4,18
2016-17,25,CHI,NBA,C,20,241,,,,25%,75%,-2.5,-2.8,5,4,2,2,9,0,41,3,7
2017-18,26,SAS,NBA,C,55,534,,,,17%,83%,-5.2,-9.5,13,7,22,6,18,0,93,2,20
Career,,,NBA,,208,2823,,,,39%,61%,-8.2,-8.8,59,38,126,35,93,5,417,21,91
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,DEN,NBA,,83,1309,,,,23%,77%,-11.9,-10.7,21,20,66,22,45,1,165,12,46
1 season,,SAS,NBA,,55,534,,,,17%,83%,-5.2,-9.5,13,7,22,6,18,0,93,2,20
1 season,,OKC,NBA,,50,739,,,1%,86%,14%,-5.6,-7.4,20,7,36,5,21,4,118,4,18
1 season,,CHI,NBA,,20,241,,,,25%,75%,-2.5,-2.8,5,4,2,2,9,0,41,3,7
