Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2016-17,25,CHI,NBA,C,3,0,8.7,1.3,3.7,0.364,0,0.7,0,1.3,3,0.444,0.364,2,2,1,1.7,1.3,3,1.7,0,0,0.7,0.3,4.7
2017-18,26,SAS,NBA,C,1,0,6,1,1,1,0,0,NA,1,1,1,1,0,0,NA,0,1,1,0,0,0,0,0,2
Career,NA,,NBA,,4,0,8,1.3,3,0.417,0,0.5,0,1.3,2.5,0.5,0.417,1.5,1.5,1,1.3,1.3,2.5,1.3,0,0,0.5,0.3,4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,CHI,NBA,,3,0,8.7,1.3,3.7,0.364,0,0.7,0,1.3,3,0.444,0.364,2,2,1,1.7,1.3,3,1.7,0,0,0.7,0.3,4.7
1 season,NA,SAS,NBA,,1,0,6,1,1,1,0,0,NA,1,1,1,1,0,0,NA,0,1,1,0,0,0,0,0,2
