,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2014-15,23,DEN,NBA,25:59,4,10,1,3,4,9,3,6,3,6,9,3,2,3,3,6,11,10.6
2015-16,24,DEN,NBA,30:39,10,15,2,4,9,14,4,4,6,9,13,4,2,1,4,6,22,18.3
2016-17,25,TOT,NBA,29:46,7,14,3,4,6,10,4,8,4,7,11,4,2,1,3,6,17,17.1
2016-17,25,OKC,NBA,29:46,6,14,3,4,6,10,4,8,4,7,11,4,2,1,3,6,17,17.1
2016-17,25,CHI,NBA,28:53,7,13,3,4,6,10,2,4,3,7,9,4,1,0,3,3,17,13.7
2017-18,26,SAS,NBA,25:58,12,15,0,1,12,15,3,4,5,7,11,3,2,1,3,6,26,24.1
Career,,,,30:39,12,15,3,4,12,15,4,8,6,9,13,4,2,3,4,6,26,24.1
2 Seasons,,DEN,NBA,30:39,10,15,2,4,9,14,4,6,6,9,13,4,2,3,4,6,22,18.3
1 Season,,SAS,NBA,25:58,12,15,0,1,12,15,3,4,5,7,11,3,2,1,3,6,26,24.1
1 Season,,OKC,NBA,29:46,6,14,3,4,6,10,4,8,4,7,11,4,2,1,3,6,17,17.1
1 Season,,CHI,NBA,28:53,7,13,3,4,6,10,2,4,3,7,9,4,1,0,3,3,17,13.7
