Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1970-71,22,SDR,NBA,C,18,NA,100,7.6,17.3,0.438,4,7.2,0.55,NA,NA,10.8,1.8,NA,NA,NA,7.9,19.1
1971-72,23,TOT,NBA,C,75,NA,1826,3.6,9.6,0.372,1.5,2.3,0.639,NA,NA,11.7,2,NA,NA,NA,5.1,8.6
1971-72,23,HOU,NBA,C,25,NA,355,3.9,11.7,0.33,1.2,2.4,0.5,NA,NA,12.4,2.2,NA,NA,NA,4.8,8.9
1971-72,23,MIL,NBA,C,50,NA,1471,3.5,9.1,0.385,1.6,2.3,0.674,NA,NA,11.5,1.9,NA,NA,NA,5.2,8.6
1972-73,24,MIL,NBA,PF,67,NA,2094,4.6,9.9,0.461,1.4,2.2,0.659,NA,NA,11.1,2.1,NA,NA,NA,4.2,10.5
1973-74,25,MIL,NBA,PF,81,NA,2386,4.9,11,0.446,1.2,2,0.582,3.7,7,10.6,2.8,1.6,1.5,NA,4.5,11
1974-75,26,PHO,NBA,PF,79,NA,2688,5.9,12.3,0.477,2.5,3.4,0.719,4.6,7.9,12.6,2.5,1.4,1,NA,3.9,14.2
1975-76,27,PHO,NBA,PF,71,NA,2353,5.9,11.9,0.497,2.7,3.7,0.732,3,7.5,10.5,2.8,1.3,1,NA,4.1,14.5
1976-77,28,PHO,NBA,PF,44,NA,1391,4.6,10.7,0.432,2.9,3.7,0.789,3.9,6.4,10.2,2,1.3,0.7,NA,4.2,12.2
1977-78,29,PHO,NBA,PF,45,NA,818,4.8,10.7,0.453,2.2,2.9,0.785,3.8,7.2,11,2.1,1.5,1,2.8,5.3,11.9
Career,NA,,NBA,,480,NA,13656,5,11,0.455,2,2.9,0.699,3.8,7.3,11.2,2.4,1.4,1.1,2.8,4.4,12.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,PHO,NBA,,239,NA,7250,5.5,11.7,0.473,2.6,3.5,0.744,3.9,7.4,11.3,2.5,1.4,1,2.8,4.2,13.6
3 seasons,NA,MIL,NBA,,198,NA,5951,4.4,10.1,0.438,1.4,2.1,0.634,3.7,7,11,2.3,1.6,1.5,NA,4.6,10.2
2 seasons,NA,"SDR,HOU",NBA,,43,NA,455,4.7,12.9,0.362,1.8,3.5,0.523,NA,NA,12,2.1,NA,NA,NA,5.5,11.2
