Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1970-71,22,SDR,NBA,C,18,100,12.9,0.467,0.417,NA,NA,13.1,7.3,NA,NA,NA,NA,NA,0,0.2,0.2,0.087,NA,NA,NA,NA,NA
1971-72,23,TOT,NBA,C,75,1826,8.5,0.407,0.245,NA,NA,15.5,6.4,NA,NA,NA,NA,NA,-1.8,3,1.3,0.033,NA,NA,NA,NA,NA
1971-72,23,HOU,NBA,C,25,355,7.9,0.35,0.209,NA,NA,15.5,7.7,NA,NA,NA,NA,NA,-0.8,0.6,-0.2,-0.022,NA,NA,NA,NA,NA
1971-72,23,MIL,NBA,C,50,1471,8.7,0.424,0.256,NA,NA,15.5,6.1,NA,NA,NA,NA,NA,-1,2.4,1.4,0.047,NA,NA,NA,NA,NA
1972-73,24,MIL,NBA,PF,67,2094,12,0.486,0.219,NA,NA,14.9,7.1,NA,NA,NA,NA,NA,1,3.8,4.8,0.111,NA,NA,NA,NA,NA
1973-74,25,MIL,NBA,PF,81,2386,13.2,0.462,0.184,11.1,18.4,15,9.5,2,2.1,NA,NA,NA,0.7,4.6,5.3,0.106,NA,-1,1.5,0.5,1.5
1974-75,26,PHO,NBA,PF,79,2688,17.1,0.514,0.279,13.1,23,18,10,1.8,1.6,NA,NA,NA,3.8,3.7,7.6,0.135,NA,1.2,0.3,1.4,2.3
1975-76,27,PHO,NBA,PF,71,2353,15.8,0.537,0.308,9.2,22.2,15.8,11.1,1.6,1.5,NA,NA,NA,2.8,3.2,6,0.122,NA,0.2,0.2,0.5,1.5
1976-77,28,PHO,NBA,PF,44,1391,12.7,0.493,0.343,11.6,19,15.3,7.7,1.6,1.1,NA,NA,NA,0.7,2,2.8,0.096,NA,-1.2,0,-1.2,0.3
1977-78,29,PHO,NBA,PF,45,818,11.8,0.499,0.267,10.8,20.8,15.7,7.3,1.8,1.4,18.8,15.2,NA,0.4,1.4,1.7,0.102,NA,-2.3,0.3,-2,0
Career,NA,,NBA,,480,13656,13.5,0.49,0.263,11.2,20.9,15.8,8.8,1.8,1.6,18.8,15.2,NA,7.7,21.9,29.6,0.104,NA,-0.2,0.5,0.3,5.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,PHO,NBA,,239,7250,15.2,0.516,0.299,11.3,21.7,16.5,9.6,1.7,1.4,18.8,15.2,NA,7.7,10.3,18.1,0.12,NA,0,0.2,0.2,4.1
3 seasons,NA,MIL,NBA,,198,5951,11.7,0.462,0.212,11.1,18.4,15.1,7.8,2,2.1,NA,NA,NA,0.7,10.8,11.5,0.093,NA,-1,1.5,0.5,1.5
2 seasons,NA,"SDR,HOU",NBA,,43,455,9,0.387,0.27,NA,NA,15,7.6,NA,NA,NA,NA,NA,-0.8,0.8,0,0.002,NA,NA,NA,NA,NA
