Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1973-74,25,MIL,NBA,PF,16,NA,296,7.6,15.1,0.5,1.1,2,0.583,5.6,7.7,13.3,2,1.6,0.3,NA,7.1,16.3,NA,NA,94
1975-76,27,PHO,NBA,PF,19,NA,615,7.4,16.3,0.454,3.3,5.1,0.647,4.7,6.2,10.9,2.7,0.9,1.3,NA,5.8,18.1,NA,NA,100
Career,NA,,NBA,,35,NA,911,7.4,15.9,0.468,2.6,4.1,0.638,5,6.7,11.7,2.5,1.1,1,NA,6.2,17.5,NA,NA,98
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,PHO,NBA,,19,NA,615,7.4,16.3,0.454,3.3,5.1,0.647,4.7,6.2,10.9,2.7,0.9,1.3,NA,5.8,18.1,NA,NA,100
1 season,NA,MIL,NBA,,16,NA,296,7.6,15.1,0.5,1.1,2,0.583,5.6,7.7,13.3,2,1.6,0.3,NA,7.1,16.3,NA,NA,94
