Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2005-06,22,NYK,NBA,C,65,14,1572,7,14.7,0.477,0.1,0.2,0.333,6.9,14.5,0.479,4.3,5.2,0.825,3.2,5.4,8.6,1.2,0.7,1.1,2.2,4.6,18.4
2006-07,23,NYK,NBA,PF,72,59,1896,5.7,13.1,0.433,0.1,0.3,0.167,5.6,12.7,0.44,1.6,2.1,0.787,1.7,5.8,7.5,1.3,0.7,0.8,1.9,4.1,13
2007-08,24,POR,NBA,C,78,20,1342,5.9,12.2,0.488,0.1,0.3,0.3,5.8,11.9,0.492,2.3,2.9,0.78,2.9,6.6,9.5,1.5,0.8,0.7,1.5,5.6,14.2
2008-09,25,POR,NBA,PF,63,1,746,5.5,12.9,0.423,0.5,1.6,0.333,4.9,11.3,0.436,1.3,1.7,0.722,2,4.8,6.8,1.2,0.8,0.8,1.4,5.1,12.7
2009-10,26,PHO,NBA,C,81,41,2190,5.2,11.6,0.451,2.8,6.4,0.439,2.4,5.1,0.466,1.6,2,0.81,1.1,5.9,7,1.9,1.1,1.2,1.2,4.3,14.9
2010-11,27,PHO,NBA,PF,77,64,2541,5.1,11.7,0.432,2.4,6.2,0.39,2.6,5.5,0.479,1.3,1.5,0.832,0.9,6.3,7.3,1.4,0.7,1.1,1,3.9,13.8
2011-12,28,PHO,NBA,PF,64,59,1669,5.5,13.2,0.416,2,5.7,0.346,3.5,7.5,0.469,1.6,1.8,0.89,1.5,6.6,8.2,1.9,0.9,1.5,1.4,3.8,14.5
2013-14,30,PHO,NBA,PF,82,82,2312,5.2,12.1,0.432,2.5,6.7,0.37,2.7,5.4,0.509,1.2,1.5,0.821,1.1,5.3,6.5,1.5,0.9,1,1.4,3.8,14.2
2014-15,31,ORL,NBA,PF,75,51,1870,3.7,9.4,0.392,2.6,6.7,0.393,1.1,2.7,0.39,0.6,0.7,0.886,0.5,5.1,5.6,1.8,0.9,0.8,1.5,3.7,10.6
2015-16,32,TOT,NBA,PF-C,70,32,1200,4.6,10.4,0.438,2.7,7,0.387,1.8,3.4,0.545,0.9,1,0.857,1,6,7,2.1,0.9,0.8,1.3,3.8,12.7
2015-16,32,ORL,NBA,PF,44,29,754,3.9,8.9,0.435,2.3,5.8,0.397,1.6,3.1,0.508,0.9,1,0.905,1.1,5.6,6.7,2.1,1,1,1.4,3.4,10.9
2015-16,32,CLE,NBA,C,26,3,446,5.7,13,0.441,3.5,9.2,0.377,2.3,3.8,0.596,0.9,1.1,0.786,1,6.5,7.5,2.1,0.6,0.6,1,4.5,15.8
2016-17,33,CLE,NBA,C,74,15,1398,6.1,13.4,0.458,3.5,8.6,0.409,2.6,4.8,0.546,1.6,1.9,0.851,1,6.5,7.5,1.2,0.8,1,1.4,3.6,17.4
2017-18,34,TOT,NBA,C,53,1,695,5.4,11,0.491,2,6,0.339,3.4,5,0.67,0.9,1,0.895,0.6,6.4,7,2,0.9,0.7,1.1,3.6,13.7
2017-18,34,CLE,NBA,C,44,1,545,5.5,11.2,0.497,2,5.9,0.333,3.6,5.2,0.684,0.9,1,0.933,0.7,6.6,7.3,1.8,1.1,0.8,1.1,3.6,14
2017-18,34,LAL,NBA,C,9,0,150,4.8,10.3,0.465,2.2,6,0.36,2.6,4.3,0.611,0.7,1,0.75,0.5,5.5,6,2.4,0.2,0.2,1,3.6,12.5
2018-19,35,CLE,NBA,C,36,6,341,4.5,12.4,0.368,3.4,8.3,0.405,1.2,4,0.289,1.2,1.5,0.786,0.4,5.1,5.5,2.1,0.6,0.5,1.4,4.6,13.6
Career,NA,,NBA,,890,445,19772,5.3,12.1,0.44,1.9,4.9,0.388,3.4,7.2,0.477,1.6,1.9,0.822,1.4,5.9,7.3,1.6,0.8,1,1.4,4.1,14.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,PHO,NBA,,304,246,8712,5.2,12.1,0.433,2.5,6.3,0.389,2.8,5.8,0.481,1.4,1.7,0.835,1.1,6,7.2,1.6,0.9,1.2,1.2,4,14.3
4 seasons,NA,CLE,NBA,,180,25,2730,5.7,12.8,0.451,3.2,8.1,0.392,2.6,4.6,0.556,1.3,1.5,0.846,0.8,6.4,7.2,1.6,0.8,0.8,1.3,3.9,16
2 seasons,NA,POR,NBA,,141,21,2088,5.8,12.4,0.464,0.2,0.7,0.326,5.5,11.7,0.473,1.9,2.5,0.766,2.6,6,8.5,1.4,0.8,0.7,1.4,5.4,13.7
2 seasons,NA,NYK,NBA,,137,73,3468,6.3,13.8,0.454,0.1,0.3,0.222,6.2,13.5,0.459,2.8,3.5,0.813,2.4,5.6,8,1.2,0.7,0.9,2,4.3,15.4
2 seasons,NA,ORL,NBA,,119,80,2624,3.7,9.2,0.404,2.5,6.4,0.394,1.2,2.8,0.427,0.7,0.8,0.893,0.7,5.3,6,1.9,0.9,0.8,1.5,3.6,10.7
1 season,NA,LAL,NBA,,9,0,150,4.8,10.3,0.465,2.2,6,0.36,2.6,4.3,0.611,0.7,1,0.75,0.5,5.5,6,2.4,0.2,0.2,1,3.6,12.5
