,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2017-18,21,CLE,NBA,4:33,2,3,0,0,2,3,2,2,1,2,2,1,0,1,1,2,4,4.1
Career,,,,4:33,2,3,0,0,2,3,2,2,1,2,2,1,0,1,1,2,4,4.1
