Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2004-05,21,SAC,NBA,PG,45,0,455,3.6,9.3,0.385,0.4,2,0.2,3.2,7.3,0.435,2.8,4.4,0.655,2.3,2.3,4.6,1.7,1.3,0.2,1.9,2.8,10.4
2005-06,22,SAC,NBA,SG,72,41,1913,4.9,10.3,0.48,1.2,3.4,0.369,3.7,6.9,0.534,3.5,4.2,0.847,1.1,3.8,4.9,1.8,1,0.2,1.5,2.6,14.6
2006-07,23,SAC,NBA,SG,80,80,2818,6.5,13.6,0.473,1.6,4.3,0.381,4.8,9.4,0.515,6.1,7.3,0.844,0.9,3.5,4.4,2.2,1.3,0.1,1.7,2.3,20.7
2007-08,24,SAC,NBA,SG,61,57,2216,6.8,14.8,0.456,1.7,4.3,0.402,5,10.5,0.478,8.2,9.4,0.869,0.8,3.7,4.4,2.1,1,0.1,2.1,2.4,23.4
2008-09,25,SAC,NBA,SG,51,46,1947,6.3,15,0.42,2.1,5.1,0.415,4.2,9.9,0.423,8.4,9.7,0.867,0.5,2.8,3.4,2.6,1.1,0.1,2.7,2.1,23.2
2009-10,26,TOT,NBA,SG,46,43,1633,6.4,15.3,0.417,1.5,4.6,0.333,4.8,10.6,0.453,6.6,7.5,0.876,0.6,3,3.6,2.4,1,0.1,2,2.1,20.9
2009-10,26,SAC,NBA,SG,22,21,774,6.3,15.8,0.398,1.8,5.1,0.355,4.5,10.7,0.419,5.9,7.2,0.819,0.9,3.4,4.4,2.7,1.1,0.2,1.6,2.4,20.3
2009-10,26,HOU,NBA,SG,24,22,859,6.5,14.8,0.435,1.3,4.2,0.31,5.2,10.6,0.484,7.2,7.8,0.924,0.4,2.6,2.9,2.3,1,0.1,2.4,1.9,21.4
2010-11,27,HOU,NBA,SG,80,80,2603,7.6,17.5,0.436,2.4,6.3,0.383,5.2,11.2,0.467,8.2,9.3,0.888,0.4,3.2,3.6,2.7,1.1,0.2,2.5,2.1,25.9
2011-12,28,HOU,NBA,SG,40,40,1264,6.3,15.3,0.413,2.2,6.4,0.347,4.1,8.9,0.462,4.6,5.1,0.894,0.4,2.6,3,3.1,0.8,0.1,2,2,19.4
2012-13,29,OKC,NBA,SG,77,0,2136,5.9,13.1,0.45,2.7,6.3,0.426,3.2,6.9,0.472,3.7,4.1,0.89,0.5,2.5,3,1.8,1.2,0.1,1.7,2.3,18.2
2013-14,30,MIN,NBA,SG,68,68,2177,7.3,16.9,0.43,1.9,4.9,0.387,5.4,12,0.448,5,5.6,0.891,0.6,2.8,3.4,2,1.1,0.1,1.8,2,21.5
2014-15,31,MIN,NBA,SG,39,36,1302,7.4,17.3,0.427,2.1,5.3,0.393,5.3,12,0.442,4.7,5.3,0.881,0.5,3.4,3.9,2.5,0.9,0,2.1,2.1,21.5
2015-16,32,TOT,NBA,SG,55,13,1095,5.1,13.8,0.372,1.6,4.5,0.36,3.5,9.3,0.378,5,5.7,0.89,0.5,3.2,3.6,1.9,0.9,0.1,1.8,2.7,16.9
2015-16,32,MIN,NBA,SG,39,12,834,5.4,14.4,0.377,1.6,4.4,0.369,3.8,10,0.381,5.4,6.1,0.88,0.4,3.1,3.5,2,0.7,0,1.8,2.9,17.9
2015-16,32,SAS,NBA,SG,16,1,261,4.1,11.7,0.353,1.5,4.6,0.333,2.6,7.2,0.365,3.9,4.1,0.933,0.6,3.4,4,1.7,1.2,0.3,1.8,2.1,13.7
Career,NA,,NBA,,714,504,21559,6.4,14.7,0.437,1.9,5,0.384,4.5,9.7,0.464,5.9,6.8,0.87,0.7,3.1,3.8,2.3,1.1,0.1,2,2.3,20.7
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,SAC,NBA,,331,245,10123,6.1,13.5,0.449,1.6,4.2,0.386,4.4,9.3,0.478,6.4,7.5,0.85,0.9,3.4,4.3,2.2,1.1,0.1,2,2.4,20.1
3 seasons,NA,MIN,NBA,,146,116,4313,7,16.5,0.42,1.9,4.9,0.386,5,11.6,0.435,5,5.6,0.886,0.5,3,3.6,2.1,1,0.1,1.9,2.2,20.8
3 seasons,NA,HOU,NBA,,144,142,4726,7.1,16.4,0.43,2.2,6,0.364,4.9,10.5,0.469,7,7.9,0.895,0.4,2.9,3.3,2.8,1,0.2,2.4,2.1,23.4
1 season,NA,OKC,NBA,,77,0,2136,5.9,13.1,0.45,2.7,6.3,0.426,3.2,6.9,0.472,3.7,4.1,0.89,0.5,2.5,3,1.8,1.2,0.1,1.7,2.3,18.2
1 season,NA,SAS,NBA,,16,1,261,4.1,11.7,0.353,1.5,4.6,0.333,2.6,7.2,0.365,3.9,4.1,0.933,0.6,3.4,4,1.7,1.2,0.3,1.8,2.1,13.7
