Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1983-84,23,MIL,NBA,C,12,NA,66,6,14.2,0.423,0,0,NA,6,14.2,0.423,1.6,2.7,0.6,3.3,6,9.3,2.2,0,3.3,1.1,9.8,13.6
1984-85,24,MIL,NBA,C,8,0,104,5.2,9,0.577,0,0,NA,5.2,9,0.577,4.8,7.3,0.667,3.1,5.2,8.3,0,0.7,0.7,2.8,5.2,15.2
1985-86,25,MIL,NBA,C,14,14,318,5.2,9.7,0.535,0,0,NA,5.2,9.7,0.535,2.9,4.3,0.684,2.3,4.5,6.8,1.2,1.2,2,1.5,4.3,13.4
1986-87,26,MIL,NBA,C,12,2,156,3.7,7.6,0.485,0,0,NA,3.7,7.6,0.485,1.8,2.8,0.667,2.1,5.1,7.2,0.9,1.6,2.1,0.9,7.4,9.2
1987-88,27,MIL,NBA,C,4,0,47,6.9,12.3,0.563,0,0,NA,6.9,12.3,0.563,0.8,4.6,0.167,1.5,7.7,9.2,0.8,0.8,1.5,0.8,5.4,14.6
1988-89,28,MIL,NBA,C,9,1,162,3.8,7.1,0.531,0,0,NA,3.8,7.1,0.531,1.1,2.9,0.385,2,6.9,8.9,1.1,0.4,1.3,0.4,3.8,8.7
1992-93,32,ATL,NBA,C,1,0,17,2.1,8.5,0.25,0,0,NA,2.1,8.5,0.25,0,0,NA,2.1,2.1,4.2,2.1,0,2.1,0,4.2,4.2
Career,NA,,NBA,,60,17,870,4.8,9.2,0.516,0,0,NA,4.8,9.2,0.516,2.4,3.9,0.6,2.3,5.4,7.7,1.1,1,1.8,1.2,5.3,11.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,MIL,NBA,,59,17,853,4.8,9.2,0.521,0,0,NA,4.8,9.2,0.521,2.4,4,0.6,2.3,5.4,7.8,1.1,1,1.8,1.3,5.4,12
1 season,NA,ATL,NBA,,1,0,17,2.1,8.5,0.25,0,0,NA,2.1,8.5,0.25,0,0,NA,2.1,2.1,4.2,2.1,0,2.1,0,4.2,4.2
