Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1956-57,23,NYK,NBA,,9,91,13.8,0.405,0.245,NA,NA,NA,NA,NA,0,0.1,0,0.013
1957-58,24,TOT,NBA,C,58,898,16.1,0.443,0.199,NA,NA,NA,NA,NA,0.7,0.8,1.5,0.082
1957-58,24,NYK,NBA,,12,75,17.5,0.505,0.176,NA,NA,NA,NA,NA,0.2,0.1,0.2,0.15
1957-58,24,DET,NBA,C,46,823,16,0.438,0.201,NA,NA,NA,NA,NA,0.6,0.7,1.3,0.075
1958-59,25,DET,NBA,PF,72,2058,16.8,0.468,0.313,NA,NA,NA,NA,NA,2.8,2.4,5.2,0.121
1959-60,26,CIN,NBA,C,75,2066,15.3,0.449,0.348,NA,NA,NA,NA,NA,1.4,0.6,1.9,0.045
1960-61,27,TOT,NBA,C,79,2064,13.3,0.437,0.308,NA,NA,NA,NA,NA,0.3,0.4,0.6,0.015
1960-61,27,CIN,NBA,C,48,1140,14.6,0.448,0.313,NA,NA,NA,NA,NA,0.5,0.1,0.6,0.023
1960-61,27,NYK,NBA,C,31,924,11.8,0.424,0.301,NA,NA,NA,NA,NA,-0.2,0.3,0.1,0.005
1961-62,28,NYK,NBA,C,76,2195,9.8,0.409,0.163,NA,NA,NA,NA,NA,-1.9,1.7,-0.2,-0.003
1962-63,29,STL,NBA,C,73,1420,9.5,0.418,0.192,NA,NA,NA,NA,NA,-1.2,1.9,0.7,0.024
Career,NA,,NBA,,442,10792,13.4,0.438,0.264,NA,NA,NA,NA,NA,2.1,7.8,9.9,0.044
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,NYK,NBA,,128,3285,10.7,0.415,0.204,NA,NA,NA,NA,NA,-2,2.2,0.2,0.003
2 seasons,NA,CIN,NBA,,123,3206,15.1,0.448,0.336,NA,NA,NA,NA,NA,1.8,0.6,2.5,0.037
2 seasons,NA,DET,NBA,,118,2881,16.6,0.459,0.279,NA,NA,NA,NA,NA,3.4,3.1,6.5,0.108
1 season,NA,STL,NBA,,73,1420,9.5,0.418,0.192,NA,NA,NA,NA,NA,-1.2,1.9,0.7,0.024
