,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1956-57,23,NYK,NBA,,6,,4,6,,,3,14
1957-58,24,TOT,NBA,,13,,4,8,,,,29
1957-58,24,NYK,NBA,,4,,2,3,,,5,9
1957-58,24,DET,NBA,,13,,4,8,,,,29
1958-59,25,DET,NBA,,15,,12,14,,,,33
1959-60,26,CIN,NBA,,12,,9,,,,6,31
1960-61,27,TOT,NBA,,12,,10,,,,,29
1960-61,27,CIN,NBA,,12,,10,,,,,29
1960-61,27,NYK,NBA,,12,,6,,,,,26
1961-62,28,NYK,NBA,,14,,5,,,,,33
1962-63,29,STL,NBA,,12,,5,,,,,26
Career,,,,,15,,12,,,,,33
4 Seasons,,NYK,NBA,,14,,6,,,,,33
2 Seasons,,CIN,NBA,,12,,10,,,,,31
2 Seasons,,DET,NBA,,15,,12,14,,,,33
1 Season,,STL,NBA,,12,,5,,,,,26
