Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1967-68,27,NOB,ABA,PG,17,NA,696,90,212,0.425,4,18,0.222,86,194,0.443,0.434,100,122,0.82,NA,NA,59,129,NA,77,58,284
1968-69,28,OAK,ABA,PG,16,NA,534,74,173,0.428,0,3,0,74,170,0.435,0.428,76,90,0.844,NA,NA,52,87,NA,59,49,224
1969-70,29,WSA,ABA,PG,7,NA,269,33,73,0.452,1,5,0.2,32,68,0.471,0.459,30,34,0.882,NA,NA,35,68,NA,25,26,97
1971-72,31,DNR,ABA,PG,7,NA,211,21,50,0.42,0,3,0,21,47,0.447,0.42,23,24,0.958,NA,NA,10,36,NA,14,25,65
Career,NA,,ABA,,47,NA,1710,218,508,0.429,5,29,0.172,213,479,0.445,0.434,229,270,0.848,NA,NA,156,320,NA,175,158,670
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,"OAK,WSA",ABA,,23,NA,803,107,246,0.435,1,8,0.125,106,238,0.445,0.437,106,124,0.855,NA,NA,87,155,NA,84,75,321
1 season,NA,NOB,ABA,,17,NA,696,90,212,0.425,4,18,0.222,86,194,0.443,0.434,100,122,0.82,NA,NA,59,129,NA,77,58,284
1 season,NA,DNR,ABA,,7,NA,211,21,50,0.42,0,3,0,21,47,0.447,0.42,23,24,0.958,NA,NA,10,36,NA,14,25,65
