Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1967-68,27,NOB,ABA,PG,17,NA,696,4.7,11,0.425,0.2,0.9,0.222,4.4,10,0.443,5.2,6.3,0.82,NA,NA,3.1,6.7,NA,4,3,14.7
1968-69,28,OAK,ABA,PG,16,NA,534,5,11.7,0.428,0,0.2,0,5,11.5,0.435,5.1,6.1,0.844,NA,NA,3.5,5.9,NA,4,3.3,15.1
1969-70,29,WSA,ABA,PG,7,NA,269,4.4,9.8,0.452,0.1,0.7,0.2,4.3,9.1,0.471,4,4.6,0.882,NA,NA,4.7,9.1,NA,3.3,3.5,13
1971-72,31,DNR,ABA,PG,7,NA,211,3.6,8.5,0.42,0,0.5,0,3.6,8,0.447,3.9,4.1,0.958,NA,NA,1.7,6.1,NA,2.4,4.3,11.1
Career,NA,,ABA,,47,NA,1710,4.6,10.7,0.429,0.1,0.6,0.172,4.5,10.1,0.445,4.8,5.7,0.848,NA,NA,3.3,6.7,NA,3.7,3.3,14.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,"OAK,WSA",ABA,,23,NA,803,4.8,11,0.435,0,0.4,0.125,4.8,10.7,0.445,4.8,5.6,0.855,NA,NA,3.9,6.9,NA,3.8,3.4,14.4
1 season,NA,NOB,ABA,,17,NA,696,4.7,11,0.425,0.2,0.9,0.222,4.4,10,0.443,5.2,6.3,0.82,NA,NA,3.1,6.7,NA,4,3,14.7
1 season,NA,DNR,ABA,,7,NA,211,3.6,8.5,0.42,0,0.5,0,3.6,8,0.447,3.9,4.1,0.958,NA,NA,1.7,6.1,NA,2.4,4.3,11.1
