,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2002-03,21,PHO,NBA,36:57,5,13,1,4,5,9,1,3,3,6,9,3,3,2,5,4,11,4.7
2004-05,23,PHO,NBA,45:24,10,17,3,6,7,13,9,11,4,7,8,6,4,1,3,3,26,22.1
2007-08,26,ATL,NBA,46:02,14,24,5,8,12,18,7,7,3,5,7,7,1,0,5,3,35,23.1
2008-09,27,ATL,NBA,45:49,10,19,6,8,8,16,12,15,3,5,6,7,5,0,5,4,27,25.2
2009-10,28,ATL,NBA,46:31,12,24,2,6,10,19,7,7,4,5,7,9,3,2,5,6,29,24.1
2010-11,29,ATL,NBA,46:16,12,25,5,5,9,21,7,8,7,6,10,5,5,1,6,4,34,28.5
2011-12,30,ATL,NBA,45:59,11,28,3,9,8,21,5,8,2,7,8,5,3,1,4,4,29,17.5
2012-13,31,BRK,NBA,47:59,10,20,3,9,9,14,2,2,1,4,4,4,3,0,3,2,22,15.3
2013-14,32,BRK,NBA,45:05,15,25,5,7,12,20,8,9,2,8,8,6,2,1,3,5,34,25.3
2014-15,33,BRK,NBA,45:37,7,17,3,8,6,11,5,8,2,9,10,6,2,0,2,4,19,13.8
2015-16,34,TOT,NBA,41:46,8,22,4,6,8,17,5,5,3,7,8,4,3,2,4,4,17,14.2
2015-16,34,MIA,NBA,41:46,8,22,4,6,8,17,5,5,3,7,8,4,3,2,4,4,17,14.2
2016-17,35,UTA,NBA,34:36,12,17,3,6,10,14,2,4,2,7,8,5,3,1,3,5,28,25.1
2017-18,36,TOT,NBA,16:12,2,4,0,1,2,3,0,0,0,2,2,2,0,1,2,2,4,1.7
2017-18,36,HOU,NBA,16:12,2,4,0,1,2,3,0,0,0,2,2,2,0,1,2,2,4,1.7
Career,,,,47:59,15,28,6,9,12,21,12,15,7,9,10,9,5,2,6,6,35,28.5
5 Seasons,,ATL,NBA,46:31,14,28,6,9,12,21,12,15,7,7,10,9,5,2,6,6,35,28.5
3 Seasons,,BRK,NBA,47:59,15,25,5,9,12,20,8,9,2,9,10,6,3,1,3,5,34,25.3
2 Seasons,,PHO,NBA,45:24,10,17,3,6,7,13,9,11,4,7,9,6,4,2,5,4,26,22.1
1 Season,,MIA,NBA,41:46,8,22,4,6,8,17,5,5,3,7,8,4,3,2,4,4,17,14.2
1 Season,,UTA,NBA,34:36,12,17,3,6,10,14,2,4,2,7,8,5,3,1,3,5,28,25.1
1 Season,,HOU,NBA,16:12,2,4,0,1,2,3,0,0,0,2,2,2,0,1,2,2,4,1.7
