,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2017-18,23,SAC,NBA,PG,52,984,100%,,,,,-1.7,+7.9,34,17,27,7,54,2,346,11,24
2018-19,24,SAC,NBA,PG,38,435,65%,35%,,,,-14.3,-15.1,22,6,13,4,21,1,196,6,12
2019-20,25,MIL,NBA,PG,6,53,100%,,,,,-4.6,-16.1,2,4,3,0,2,0,29,0,3
Career,,,NBA,,96,1472,90%,10%,,,,-5.5,+0.2,58,27,43,11,77,3,571,17,39
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,SAC,NBA,,90,1419,89%,11%,,,,-5.6,+0.8,56,23,40,11,75,3,542,17,36
1 season,,MIL,NBA,,6,53,100%,,,,,-4.6,-16.1,2,4,3,0,2,0,29,0,3
