,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1968-69,23,NOB,ABA,,7,,1,,,,7,8,,,,,,,,,16
1969-70,24,NOB,ABA,,5,,0,,,,2,3,,,,,,,,,10
1970-71,25,MMP,ABA,,8,,0,,,,4,9,,,,,,,,,18
1971-72,26,MMP,ABA,,9,,1,,,,3,4,,,,,,,,,18
1972-73,27,MMT,ABA,,17,,0,,,,6,11,,,,,,,,,38
1973-74,28,MMT,ABA,,8,,1,,,,6,8,,,,,,,,,20
1974-75,29,SDA,ABA,,13,,1,,,,9,12,,,,,,,,,30
1975-76,30,SDS,ABA,,2,,0,,,,1,2,,,,,,,,,4
Career,,,,,17,,1,,,,9,12,,,,,,,,,38
6 Seasons,,"MMP,MMT,NOB",ABA,,17,,1,,,,7,11,,,,,,,,,38
2 Seasons,,"SDA,SDS",ABA,,13,,1,,,,9,12,,,,,,,,,30
