Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1992-93,22,SAS,NBA,SF,40,0,267,8.9,22.2,0.398,0.6,4.1,0.136,8.3,18.1,0.458,8.5,10.9,0.776,3.4,5.7,9,2.8,2.6,0.9,4.1,8.3,26.8,NA,99,105
1995-96,25,HOU,NBA,SF,31,20,868,7.2,17,0.422,3.2,8,0.4,4,9,0.441,2.3,2.7,0.848,1.1,4.7,5.8,4.7,1.3,0.5,1.7,4.4,19.9,NA,113,110
1996-97,26,HOU,NBA,SF,52,10,904,6.1,15.2,0.401,2.7,8.2,0.331,3.4,7,0.483,2,2.4,0.833,1.2,5,6.1,3.4,1.7,0.3,2.4,3.9,16.9,NA,103,106
1997-98,27,VAN,NBA,SF,57,54,1414,8.2,20.6,0.397,4.1,9.9,0.409,4.1,10.7,0.386,2.3,2.8,0.805,1.1,3.8,4.9,3.7,1.5,0.4,2.5,4.3,22.7,NA,104,114
1998-99,28,TOT,NBA,SF,44,15,1083,8.3,19.1,0.435,4.3,10.9,0.397,4,8.2,0.485,2.5,2.9,0.879,0.7,4,4.7,2.7,1.7,0.2,1.6,4.7,23.5,NA,116,108
1998-99,28,VAN,NBA,SF,19,15,577,8,19.8,0.406,3.9,10.1,0.389,4.1,9.7,0.423,2.6,2.8,0.933,0.7,4.3,5,2.1,1.9,0.1,1.9,5,22.6,NA,108,110
1998-99,28,HOU,NBA,SF,25,0,506,8.7,18.4,0.471,4.8,11.9,0.405,3.8,6.5,0.59,2.5,3,0.821,0.7,3.7,4.5,3.4,1.6,0.3,1.4,4.4,24.6,NA,125,106
1999-00,29,GSW,NBA,SF,23,5,333,5.6,18.4,0.303,3.2,9.7,0.328,2.4,8.8,0.276,2.9,3,0.95,1.1,4.8,5.9,3.6,2.7,0.2,2.9,6.8,17.2,NA,91,108
2001-02,31,MIA,NBA,SF,12,1,159,4.8,16.9,0.286,2.4,9.7,0.25,2.4,7.3,0.333,1.7,2.4,0.714,0.7,4.1,4.8,1.4,1.7,0.3,2.4,5.9,13.8,NA,76,103
Career,NA,,NBA,,259,105,5028,7.4,18.5,0.4,3.4,9.1,0.374,4,9.4,0.426,2.7,3.2,0.831,1.1,4.4,5.5,3.5,1.7,0.4,2.3,4.8,20.9,NA,106,110
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,HOU,NBA,,108,30,2278,7.1,16.6,0.426,3.4,8.9,0.376,3.7,7.7,0.483,2.2,2.7,0.836,1,4.6,5.7,3.9,1.5,0.4,1.9,4.2,19.7,NA,112,108
2 seasons,NA,VAN,NBA,,76,69,1991,8.1,20.4,0.399,4,10,0.403,4.1,10.4,0.396,2.4,2.8,0.841,1,3.9,4.9,3.3,1.6,0.3,2.4,4.5,22.7,NA,105,113
1 season,NA,SAS,NBA,,40,0,267,8.9,22.2,0.398,0.6,4.1,0.136,8.3,18.1,0.458,8.5,10.9,0.776,3.4,5.7,9,2.8,2.6,0.9,4.1,8.3,26.8,NA,99,105
1 season,NA,GSW,NBA,,23,5,333,5.6,18.4,0.303,3.2,9.7,0.328,2.4,8.8,0.276,2.9,3,0.95,1.1,4.8,5.9,3.6,2.7,0.2,2.9,6.8,17.2,NA,91,108
1 season,NA,MIA,NBA,,12,1,159,4.8,16.9,0.286,2.4,9.7,0.25,2.4,7.3,0.333,1.7,2.4,0.714,0.7,4.1,4.8,1.4,1.7,0.3,2.4,5.9,13.8,NA,76,103
