,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
2012-13,20,PURDUE,34,786,140,283,0,0,79,116,82,204,21,11,67,55,69,359,.495,,.681,23.1,10.6,6.0,0.6
2013-14,21,PURDUE,31,775,117,228,0,5,101,144,73,230,15,13,96,78,91,335,.513,.000,.701,25.0,10.8,7.4,0.5
2014-15,22,PURDUE,34,827,157,291,0,7,91,136,82,226,31,17,96,73,87,405,.540,.000,.669,24.3,11.9,6.6,0.9
2015-16,23,PURDUE,33,813,199,336,6,11,90,127,77,270,37,9,84,65,78,494,.592,.545,.709,24.6,15.0,8.2,1.1
Career,,,132,3201,613,1138,6,23,361,523,314,930,104,50,343,271,325,1593,.539,.261,.690,24.3,12.1,7.0,0.8
