Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4
R.J. Hunter,,0.3,0.1,0,0
Malcolm Lee,73.6,0.4,0.1,0,NA
Gerald Madkins,69.0,0.3,0.1,0,NA
Bob Duffy,67.2,0.3,0.1,0.1,NA
Russ Lee,63.0,0.3,0.2,0,NA
Drew Barry,61.6,0.3,0.2,0.1,NA
Derrick Dial,60.6,0.4,0.1,0.1,0.1
Briante Weber,60.3,0.4,0.3,0,NA
Lance Blanks,55.0,0.4,0.2,0.1,NA
Dwight Buycks,54.5,0.2,0.1,0,NA
Randy Woods,52.8,0.3,0.2,0.1,0.1
