Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1976-77,21,GSW,NBA,SF,10,120,14.9,0.556,NA,0.111,6.9,16.1,11.3,9.9,1.9,0.9,NA,NA,NA,0.2,0.1,0.4,0.144,NA,2.3,1.3,3.6,0.2
Career,NA,,NBA,,10,120,14.9,0.556,NA,0.111,6.9,16.1,11.3,9.9,1.9,0.9,NA,NA,NA,0.2,0.1,0.4,0.144,NA,2.3,1.3,3.6,0.2
