Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2013-14,23,WAS,NBA,PG,11,11,420,60,164,0.366,7,32,0.219,53,132,0.402,0.387,52,68,0.765,5,39,44,78,18,8,36,29,179
2014-15,24,WAS,NBA,PG,7,7,273,43,110,0.391,3,17,0.176,40,93,0.43,0.405,33,39,0.846,5,28,33,83,10,10,27,13,122
2016-17,26,WAS,NBA,PG,13,13,507,127,281,0.452,21,61,0.344,106,220,0.482,0.489,78,93,0.839,7,41,48,134,22,15,55,26,353
2017-18,27,WAS,NBA,PG,6,6,234,56,127,0.441,4,21,0.19,52,106,0.491,0.457,40,47,0.851,3,31,34,69,14,8,27,16,156
Career,NA,,NBA,,37,37,1434,286,682,0.419,35,131,0.267,251,551,0.456,0.445,203,247,0.822,20,139,159,364,64,41,145,84,810
