Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1981-82,24,SEA,NBA,SF,8,NA,203,2.8,6,0.471,0,0.2,0,2.8,5.9,0.485,3.5,3.9,0.909,1.8,3.9,5.7,3.5,1.1,0.9,2.3,4.6,9.2
1982-83,25,DEN,NBA,SF,8,NA,157,4.6,11.5,0.4,0,0.5,0,4.6,11,0.417,3.2,3.9,0.824,0.7,5,5.7,4.8,1.4,1.1,2.5,6,12.4
1983-84,26,DEN,NBA,SF,5,NA,82,4.8,8.3,0.579,0,0.9,0,4.8,7.5,0.647,2.6,2.6,1,1.3,2.2,3.5,9.2,1.3,0,2.6,7,12.3
1984-85,27,DEN,NBA,SF,15,0,310,5.2,10.7,0.489,0,0.1,0,5.2,10.6,0.495,3.5,4.8,0.732,2.8,2.6,5.3,3.8,1.6,0.7,2.6,6.6,13.9
1985-86,28,DEN,NBA,SF,6,0,102,5.3,9.9,0.536,0.4,0.4,1,4.9,9.5,0.519,4.6,5.6,0.813,0.7,1.4,2.1,6.7,0.4,0.4,2.5,4.2,15.5
1986-87,29,DEN,NBA,PF,3,2,76,3.8,11.8,0.32,0,0.9,0,3.8,10.9,0.348,4.3,7.1,0.6,0,2.8,2.8,3.3,1.9,0,1.4,2.8,11.8
1987-88,30,DEN,NBA,SF,11,0,212,3.4,9.5,0.357,0,1.4,0,3.4,8.2,0.417,3.1,4.4,0.692,1.9,3.1,4.9,4.4,0.8,1.5,2.4,6.8,9.8
1988-89,31,DEN,NBA,PF,3,3,106,4.8,11.2,0.424,1,2,0.5,3.7,9.2,0.407,2.4,4.1,0.583,2,4.8,6.8,3.1,1.7,0.3,0.7,4.4,12.9
1989-90,32,DEN,NBA,PF,3,0,79,2.3,7.7,0.294,0.5,1.4,0.333,1.8,6.4,0.286,4.6,4.6,1,2.3,2.3,4.6,5,2.3,0.9,0.9,5.9,9.6
Career,NA,,NBA,,62,5,1327,4.2,9.6,0.435,0.1,0.7,0.192,4,8.9,0.454,3.4,4.5,0.77,1.7,3.2,4.9,4.5,1.3,0.8,2.2,5.7,11.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8 seasons,NA,DEN,NBA,,54,5,1124,4.4,10.2,0.431,0.2,0.8,0.2,4.3,9.4,0.451,3.4,4.6,0.748,1.7,3.1,4.8,4.7,1.4,0.8,2.1,5.9,12.4
1 season,NA,SEA,NBA,,8,NA,203,2.8,6,0.471,0,0.2,0,2.8,5.9,0.485,3.5,3.9,0.909,1.8,3.9,5.7,3.5,1.1,0.9,2.3,4.6,9.2
