,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1976-77,19,NOTREDAME,28,274,38,91,,,39,55,,51,,,,,,115,.418,,.709,9.8,4.1,1.8,
1977-78,20,NOTREDAME,30,307,40,78,,,30,38,,57,,,,,,110,.513,,.789,10.2,3.7,1.9,
1978-79,21,NOTREDAME,29,654,95,164,,,63,77,,84,,,,,,253,.579,,.818,22.6,8.7,2.9,
1979-80,22,NOTREDAME,22,603,61,135,,,44,60,,74,,,,,,166,.452,,.733,27.4,7.5,3.4,
Career,,,109,1838,234,468,,,176,230,,266,,,,,,644,.500,,.765,16.9,5.9,2.4,
