Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4,5,6,7,8,9,10
Don Adams,,3.6,2.9,1.6,1.1,0.9,0.8,0.7,NA,NA,NA
Darrell Arthur,84.8,3.8,2.3,1.7,1.7,1.1,0.9,0.7,0.3,0,NA
Terry Davis,83.5,3.6,3.1,2,1.4,0.5,0.5,0.5,0.4,0.2,-0.1
Stacey King,80.8,3.6,3.1,1.9,1.5,0.9,0.1,0,-0.2,NA,NA
Chase Budinger,80.2,3.4,3.1,3,1.4,1.3,0.9,0.7,NA,NA,NA
George Johnson,80.0,3.8,3.2,2.5,2.2,1,0.7,0.6,0,NA,NA
Maurice Taylor,79.8,3.7,3.2,1.8,0.9,0.7,0.5,-0.1,-0.3,-0.5,NA
Monty Williams,79.6,3.1,2.9,2.3,1.3,1.2,0.5,0.3,0,-0.1,NA
Tim Bassett,78.6,3.7,2.6,2.4,1.5,1.4,1.1,0.1,NA,NA,NA
Jon Leuer,78.3,4.5,2.7,2,1.4,1.3,0.9,0.2,0.1,NA,NA
Jarvis Hayes,78.0,2.9,2.1,1.7,1.5,0.8,0.7,0.5,NA,NA,NA
