Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1963-64,22,SFW,NBA,PF,12,NA,34.2,3.5,8,0.438,3,4.4,0.679,NA,NA,12.3,0.8,NA,NA,3.8,10
1966-67,25,SFW,NBA,C,15,NA,46,6.2,14.3,0.433,3.5,6.1,0.571,NA,NA,23.1,3.1,NA,NA,3.5,15.9
1968-69,27,SFW,NBA,C,6,NA,43.8,6.7,17,0.392,3.3,5.7,0.588,NA,NA,19.5,4.7,NA,NA,3,16.7
1970-71,29,SFW,NBA,C,5,NA,38.4,7.2,19.4,0.371,3.2,4,0.8,NA,NA,10.2,3,NA,NA,4,17.6
1971-72,30,GSW,NBA,C,5,NA,46,10.6,24.4,0.434,4.2,5.6,0.75,NA,NA,17.8,5.2,NA,NA,2.4,25.4
1972-73,31,GSW,NBA,C,11,NA,41.8,5.8,14.6,0.398,2.9,3.6,0.8,NA,NA,13.2,3.6,NA,NA,2.7,14.5
1974-75,33,CHI,NBA,C,13,NA,19.5,1.1,2.9,0.368,1.4,2.8,0.486,1.8,4.8,6.7,2.4,0.4,1.6,2.8,3.5
1975-76,34,CLE,NBA,C,13,NA,28.8,2.8,6.1,0.468,1,2.5,0.406,2.9,6.1,9,2.2,0.5,2.2,4,6.7
1976-77,35,CLE,NBA,C,1,NA,1,0,0,NA,0,0,NA,0,1,1,0,0,1,0,0
Career,NA,,NBA,,81,NA,35.5,4.7,11.2,0.416,2.6,4.1,0.621,2.3,5.3,13.6,2.8,0.4,1.9,3.3,11.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,"SFW,GSW",NBA,,54,NA,41.6,6.1,14.7,0.414,3.3,4.9,0.665,NA,NA,16.6,3.1,NA,NA,3.3,15.4
2 seasons,NA,CLE,NBA,,14,NA,26.9,2.6,5.6,0.468,0.9,2.3,0.406,2.7,5.7,8.4,2,0.4,2.1,3.7,6.2
1 season,NA,CHI,NBA,,13,NA,19.5,1.1,2.9,0.368,1.4,2.8,0.486,1.8,4.8,6.7,2.4,0.4,1.6,2.8,3.5
