Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1963-64,22,SFW,NBA,PF,12,NA,410,42,96,0.438,36,53,0.679,NA,NA,148,10,NA,NA,46,120
1966-67,25,SFW,NBA,C,15,NA,690,93,215,0.433,52,91,0.571,NA,NA,346,47,NA,NA,52,238
1968-69,27,SFW,NBA,C,6,NA,263,40,102,0.392,20,34,0.588,NA,NA,117,28,NA,NA,18,100
1970-71,29,SFW,NBA,C,5,NA,192,36,97,0.371,16,20,0.8,NA,NA,51,15,NA,NA,20,88
1971-72,30,GSW,NBA,C,5,NA,230,53,122,0.434,21,28,0.75,NA,NA,89,26,NA,NA,12,127
1972-73,31,GSW,NBA,C,11,NA,460,64,161,0.398,32,40,0.8,NA,NA,145,40,NA,NA,30,160
1974-75,33,CHI,NBA,C,13,NA,254,14,38,0.368,18,37,0.486,24,63,87,31,5,21,36,46
1975-76,34,CLE,NBA,C,13,NA,375,37,79,0.468,13,32,0.406,38,79,117,28,6,29,52,87
1976-77,35,CLE,NBA,C,1,NA,1,0,0,NA,0,0,NA,0,1,1,0,0,1,0,0
Career,NA,,NBA,,81,NA,2875,379,910,0.416,208,335,0.621,62,143,1101,225,11,51,266,966
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,"SFW,GSW",NBA,,54,NA,2245,328,793,0.414,177,266,0.665,NA,NA,896,166,NA,NA,178,833
2 seasons,NA,CLE,NBA,,14,NA,376,37,79,0.468,13,32,0.406,38,80,118,28,6,30,52,87
1 season,NA,CHI,NBA,,13,NA,254,14,38,0.368,18,37,0.486,24,63,87,31,5,21,36,46
