Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1963-64,22,SFW,NBA,PF,76,NA,1966,219,554,0.395,95,173,0.549,NA,NA,790,86,NA,NA,184,533
1964-65,23,SFW,NBA,PF,77,NA,3173,519,1240,0.419,235,357,0.658,NA,NA,1395,157,NA,NA,232,1273
1965-66,24,SFW,NBA,C,73,NA,2891,454,1119,0.406,280,428,0.654,NA,NA,1312,111,NA,NA,223,1188
1966-67,25,SFW,NBA,C,65,NA,2761,467,1068,0.437,280,445,0.629,NA,NA,1382,166,NA,NA,183,1214
1967-68,26,SFW,NBA,C,51,NA,2222,382,929,0.411,282,438,0.644,NA,NA,1121,215,NA,NA,137,1046
1968-69,27,SFW,NBA,C,71,NA,3208,571,1394,0.41,382,621,0.615,NA,NA,1402,253,NA,NA,171,1524
1969-70,28,SFW,NBA,C,43,NA,1919,341,824,0.414,261,346,0.754,NA,NA,762,150,NA,NA,110,943
1970-71,29,SFW,NBA,C,82,NA,3351,623,1401,0.445,395,541,0.73,NA,NA,1128,257,NA,NA,192,1641
1971-72,30,GSW,NBA,C,78,NA,3362,628,1454,0.432,417,561,0.743,NA,NA,1252,230,NA,NA,214,1673
1972-73,31,GSW,NBA,C,79,NA,3419,517,1159,0.446,315,439,0.718,NA,NA,1349,280,NA,NA,240,1349
1973-74,32,GSW,NBA,C,62,NA,2463,308,694,0.444,191,287,0.666,249,629,878,165,41,179,179,807
1974-75,33,CHI,NBA,C,80,NA,2756,250,686,0.364,132,224,0.589,259,645,904,328,46,195,271,632
1975-76,34,TOT,NBA,C,78,NA,1393,142,337,0.421,62,123,0.504,115,300,415,94,22,98,160,346
1975-76,34,CHI,NBA,C,13,NA,260,20,45,0.444,8,18,0.444,14,57,71,26,4,12,15,48
1975-76,34,CLE,NBA,C,65,NA,1133,122,292,0.418,54,105,0.514,101,243,344,68,18,86,145,298
1976-77,35,CLE,NBA,C,49,NA,997,100,246,0.407,68,106,0.642,121,253,374,83,16,81,128,268
Career,NA,,NBA,,964,NA,35881,5521,13105,0.421,3395,5089,0.667,744,1827,14464,2575,125,553,2624,14437
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11 seasons,NA,"SFW,GSW",NBA,,757,NA,30735,5029,11836,0.425,3133,4636,0.676,249,629,12771,2070,41,179,2065,13191
2 seasons,NA,CLE,NBA,,114,NA,2130,222,538,0.413,122,211,0.578,222,496,718,151,34,167,273,566
2 seasons,NA,CHI,NBA,,93,NA,3016,270,731,0.369,140,242,0.579,273,702,975,354,50,207,286,680
