Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1963-64,22,SFW,NBA,PF,12,410,12.9,0.503,0.552,NA,NA,NA,3.2,NA,NA,NA,0.4,0.7,1.2,0.136,NA,NA,NA,NA,NA
1966-67,25,SFW,NBA,C,15,690,16,0.467,0.423,NA,NA,NA,8.1,NA,NA,NA,0.4,1.4,1.8,0.123,NA,NA,NA,NA,NA
1968-69,27,SFW,NBA,C,6,263,17.8,0.427,0.333,NA,NA,NA,17.6,NA,NA,NA,-0.1,0.6,0.5,0.095,NA,NA,NA,NA,NA
1970-71,29,SFW,NBA,C,5,192,13,0.416,0.206,NA,NA,12.3,13.2,NA,NA,NA,-0.2,0,-0.2,-0.057,NA,NA,NA,NA,NA
1971-72,30,GSW,NBA,C,5,230,21.2,0.473,0.23,NA,NA,17.7,19.1,NA,NA,NA,0.1,0.2,0.4,0.073,NA,NA,NA,NA,NA
1972-73,31,GSW,NBA,C,11,460,14.8,0.448,0.248,NA,NA,15.1,12.4,NA,NA,NA,0,0.5,0.5,0.051,NA,NA,NA,NA,NA
1974-75,33,CHI,NBA,C,13,254,13.6,0.424,0.974,9.7,26,17.8,17.4,1,4.7,NA,-0.1,0.6,0.4,0.08,NA,-0.9,3.1,2.2,0.3
1975-76,34,CLE,NBA,C,13,375,13.4,0.467,0.405,10.3,23.6,16.6,10.9,0.8,4.5,NA,0.1,0.8,0.9,0.116,NA,-0.1,2.2,2,0.4
1976-77,35,CLE,NBA,C,1,1,37.5,NA,NA,0,100,47.5,0,0,58.1,NA,0,0,0,0.508,NA,4.9,28.9,33.8,0
Career,NA,,NBA,,81,2875,15.2,0.457,0.368,10.1,24.7,16,11.4,0.9,4.7,NA,0.6,4.9,5.4,0.09,NA,-0.4,2.6,2.1,0.7
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,"SFW,GSW",NBA,,54,2245,15.7,0.458,0.335,NA,NA,15.1,10.8,NA,NA,NA,0.6,3.5,4.1,0.087,NA,NA,NA,NA,NA
2 seasons,NA,CLE,NBA,,14,376,13.4,0.467,0.405,10.3,23.8,16.7,10.8,0.8,4.7,NA,0.1,0.8,0.9,0.117,NA,-0.1,2.2,2.1,0.4
1 season,NA,CHI,NBA,,13,254,13.6,0.424,0.974,9.7,26,17.8,17.4,1,4.7,NA,-0.1,0.6,0.4,0.08,NA,-0.9,3.1,2.2,0.3
