Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,,ORtg,DRtg
1974-75,33,CHI,NBA,C,13,NA,254,2.7,7.4,0.368,3.5,7.2,0.486,4.6,12.2,16.9,6,1,4.1,7,8.9,NA,NA,89
1975-76,34,CLE,NBA,C,13,NA,375,4.9,10.5,0.468,1.7,4.3,0.406,5.1,10.5,15.6,3.7,0.8,3.9,6.9,11.6,NA,NA,91
1976-77,35,CLE,NBA,C,1,NA,1,0,0,NA,0,0,NA,0,45.7,45.7,0,0,45.7,0,0,NA,NA,27
Career,NA,,NBA,,27,NA,630,4,9.2,0.436,2.4,5.4,0.449,4.9,11.3,16.2,4.6,0.9,4,6.9,10.5,NA,NA,90
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,CLE,NBA,,14,NA,376,4.9,10.5,0.468,1.7,4.2,0.406,5,10.6,15.7,3.7,0.8,4,6.9,11.6,NA,NA,91
1 season,NA,CHI,NBA,,13,NA,254,2.7,7.4,0.368,3.5,7.2,0.486,4.6,12.2,16.9,6,1,4.1,7,8.9,NA,NA,89
