Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4
Dennis Bell,,0.1,0,0,NA
Luke Jackson,43.0,0.1,0.1,0,0
Doug Edwards,40.0,0.2,0.1,0,NA
Dwight Waller,22.1,0.1,0,-0.1,NA
Ben Davis,13.0,0.1,0.1,0,0
Jackie Robinson,7.5,0.2,0.1,0,NA
Easy Parham,-1.7,0.3,0.1,0,NA
Alando Tucker,-3.6,0.2,0.1,0,NA
Pops Mensah-Bonsu,-5.9,0.3,0,0,0
Jacky Dorsey,-8.0,0.2,0.2,-0.1,NA
Scooter McCray,-14.1,0.3,0.1,0,NA
