Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,,ORtg,DRtg
1973-74,22,NYK,NBA,SF,1,NA,4,0,11.6,0,0,0,NA,0,0,0,0,0,0,0,0,NA,NA,103
1974-75,23,NYK,NBA,SF,52,NA,465,6.8,18.1,0.376,2,3.6,0.556,4.8,5.7,10.5,2.5,2.2,0.9,5.4,15.6,NA,NA,97
1975-76,24,NYK,NBA,SF,10,NA,76,4.9,12.7,0.381,1.8,4.2,0.429,2.4,6.1,8.5,1.8,3.6,0.6,6.7,11.5,NA,NA,95
Career,NA,,NBA,,63,NA,545,6.5,17.3,0.374,2,3.7,0.535,4.4,5.7,10.1,2.4,2.4,0.9,5.5,14.9,NA,NA,97
