Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1976-77,24,DET,NBA,PF,6,NA,8.2,1.5,3.8,0.391,0.5,1,0.5,1.3,1.3,2.7,0.2,0.3,0.2,1.3,3.5
Career,NA,,NBA,,6,NA,8.2,1.5,3.8,0.391,0.5,1,0.5,1.3,1.3,2.7,0.2,0.3,0.2,1.3,3.5
