,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2015-16,27,MIN,NBA,PF,60,1075,,,,94%,6%,-5.5,-3.0,12,18,72,6,21,3,184,6,10
2016-17,28,MIN,NBA,PF,65,1190,,,4%,95%,1%,+0.5,+2.3,26,21,70,7,24,0,182,8,14
2017-18,29,MIN,NBA,PF,67,1371,,,11%,87%,3%,+0.4,-3.2,17,20,65,7,21,2,195,3,21
2018-19,30,SAC,NBA,PF,77,1788,,,,98%,1%,+2.2,+5.7,30,23,113,15,40,2,350,11,36
2019-20,31,SAC,NBA,PF,64,1821,,,,83%,17%,-2.1,-0.1,39,22,95,13,35,6,441,10,25
Career,,,NBA,,333,7245,,,3%,91%,6%,-0.6,+0.7,124,104,415,48,141,13,1352,38,106
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,MIN,NBA,,192,3636,,,5%,91%,3%,-1.3,-1.3,55,59,207,20,66,5,561,17,45
2 seasons,,SAC,NBA,,141,3609,,,,90%,9%,0.0,+2.8,69,45,208,28,75,8,791,21,61
