,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2008-09,22,NJN,NBA,SG,44,585,21%,69%,10%,,,+3.1,+6.8,13,12,22,1,27,1,122,5,15
2009-10,23,NJN,NBA,SF,67,1730,2%,28%,64%,6%,,-11.6,-2.5,36,37,44,14,78,6,214,15,61
2010-11,24,MIL,NBA,SF,44,884,,17%,81%,2%,,-1.6,-0.9,10,15,30,7,48,0,114,14,29
2012-13,26,DAL,NBA,SG,6,63,,82%,18%,,,-15.6,-15.2,1,0,2,0,4,0,11,0,0
2013-14,27,CHA,NBA,SF,49,1016,,32%,68%,,,+0.4,+0.8,10,12,16,5,39,4,118,11,11
2014-15,28,LAC,NBA,SG,12,103,2%,7%,91%,,,-7.1,-14.8,0,0,6,0,3,1,11,0,4
Career,,,NBA,,222,4381,4%,33%,61%,3%,,-4.8,-0.6,70,76,120,27,199,12,590,45,120
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,NJN,NBA,,111,2315,7%,39%,50%,5%,,-7.9,-0.1,49,49,66,15,105,7,336,20,76
1 season,,CHA,NBA,,49,1016,,32%,68%,,,+0.4,+0.8,10,12,16,5,39,4,118,11,11
1 season,,MIL,NBA,,44,884,,17%,81%,2%,,-1.6,-0.9,10,15,30,7,48,0,114,14,29
1 season,,LAC,NBA,,12,103,2%,7%,91%,,,-7.1,-14.8,0,0,6,0,3,1,11,0,4
1 season,,DAL,NBA,,6,63,,82%,18%,,,-15.6,-15.2,1,0,2,0,4,0,11,0,0
