Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2004-05,23,PHI,NBA,SG,5,63,16.1,0.603,0.5,0.556,5.6,12.9,9,8.2,0.9,0,8.2,18.7,NA,0.2,0,0.2,0.14,NA,1.3,-0.4,0.9,0
2007-08,26,PHI,NBA,SG,6,142,10.3,0.472,0.098,0.275,1.7,5.5,3.5,17.1,2,2.2,13.6,21.8,NA,-0.1,0.1,0,0.015,NA,-2.3,1.2,-1.1,0
2008-09,27,PHI,NBA,SG,6,148,5,0.449,0.216,0.059,0,5,2.5,8.3,0,0.6,8.7,18.8,NA,-0.2,0,-0.2,-0.054,NA,-3,-2.3,-5.4,-0.1
2010-11,29,NOH,NBA,SG,6,84,6.1,0.435,0.25,0.194,1.6,6,3.8,9.2,1.3,0,7.1,25,NA,-0.1,0,-0.2,-0.09,NA,-4.7,-2,-6.7,-0.1
2011-12,30,ATL,NBA,SG,5,63,5.7,0.5,0.308,0,1.8,13.7,7.4,8.6,0,0,13.3,11.4,NA,0,0.1,0.1,0.06,NA,-3.5,-0.2,-3.6,0
2012-13,31,LAC,NBA,SG,3,20,21.6,0.773,0.333,0.667,0,18.6,9.6,15.8,2.7,0,0,9.4,NA,0.1,0,0.1,0.224,NA,6.6,3.1,9.7,0.1
2013-14,32,LAC,NBA,SG,5,19,12.8,0.425,0.8,0.4,0,43.9,21.1,6.9,7.9,0,14.5,15.7,NA,0,0.1,0,0.094,NA,-4.6,7.1,2.5,0
Career,NA,,NBA,,36,539,8.8,0.48,0.243,0.215,1.6,9.1,5.2,11,1.2,0.7,10.2,19.2,NA,-0.1,0.3,0.1,0.01,NA,-2.3,-0.3,-2.7,-0.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,PHI,NBA,,17,353,9.1,0.485,0.208,0.225,1.7,6.6,4.1,11.8,0.9,1.1,10.8,20,NA,-0.1,0.1,0.1,0.008,NA,-2,-0.6,-2.5,0
2 seasons,NA,LAC,NBA,,8,39,17.4,0.564,0.625,0.5,0,30.9,15.2,11.4,5.2,0,9.3,12.5,NA,0.1,0.1,0.1,0.161,NA,1.1,5.1,6.2,0.1
1 season,NA,NOH,NBA,,6,84,6.1,0.435,0.25,0.194,1.6,6,3.8,9.2,1.3,0,7.1,25,NA,-0.1,0,-0.2,-0.09,NA,-4.7,-2,-6.7,-0.1
1 season,NA,ATL,NBA,,5,63,5.7,0.5,0.308,0,1.8,13.7,7.4,8.6,0,0,13.3,11.4,NA,0,0.1,0.1,0.06,NA,-3.5,-0.2,-3.6,0
