,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1956-57,23,SYR,NBA,,1,,3,4,,,2,5
1959-60,26,SYR,NBA,,1,,0,0,0,,,2
Career,,,,,1,,3,4,,,,5
