Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1967-68,29,NOB,ABA,SF,78,NA,3113,7.7,18.6,0.413,0,0.3,0.136,7.7,18.4,0.417,6.4,8,0.795,2.9,6.3,9.2,2.3,NA,2.3,3.3,21.8
1968-69,30,OAK,ABA,SF,75,NA,2528,7.5,17.5,0.431,0.1,0.2,0.357,7.5,17.3,0.432,5.1,6.3,0.811,3.5,5.2,8.7,2.2,NA,2.6,3.8,20.3
1969-70,31,CAR,ABA,SF,80,NA,2671,7.2,16.9,0.427,0.1,0.5,0.235,7.1,16.4,0.432,4.1,5.4,0.762,1.9,4,5.9,5.7,NA,3.6,3.8,18.6
1970-71,32,VIR,ABA,SF,78,NA,2297,6.2,13.7,0.456,0,0.2,0.2,6.2,13.5,0.459,3.5,4.1,0.853,2.7,4.7,7.4,4.2,NA,2.9,4.5,15.9
1971-72,33,VIR,ABA,SF,67,NA,1472,4.3,10.1,0.422,0,0.2,0.111,4.3,9.9,0.429,2.5,3.2,0.806,2,3.9,5.9,3.6,NA,2.7,4.2,11.1
Career,NA,,ABA,,378,NA,12081,6.9,16,0.428,0.1,0.3,0.213,6.8,15.8,0.432,4.6,5.7,0.8,2.7,5,7.6,3.6,NA,2.8,3.8,18.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,"OAK,VIR",ABA,,220,NA,6297,6.3,14.4,0.438,0,0.2,0.242,6.2,14.2,0.441,3.9,4.8,0.823,2.9,4.7,7.6,3.3,NA,2.7,4.1,16.6
1 season,NA,CAR,ABA,,80,NA,2671,7.2,16.9,0.427,0.1,0.5,0.235,7.1,16.4,0.432,4.1,5.4,0.762,1.9,4,5.9,5.7,NA,3.6,3.8,18.6
1 season,NA,NOB,ABA,,78,NA,3113,7.7,18.6,0.413,0,0.3,0.136,7.7,18.4,0.417,6.4,8,0.795,2.9,6.3,9.2,2.3,NA,2.3,3.3,21.8
