Season,Team,Lg,Salary
1999-00,Washington Wizards,NBA,"$301,875"
2000-01,Washington Wizards,NBA,"$508,000"
2001-02,Orlando Magic,NBA,"$630,850"
2004-05,Washington Wizards,NBA,"$745,046"
2005-06,Los Angeles Lakers,NBA,"$745,248"
Career,(may be incomplete),,"$2,931,019"
