,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,23,WAS,NBA,PG,35,605,.394,9.7,.817,.331,.303,.056,.127,.183,.422,.723,.256,.125,.167,.269,.449,.035,5,.857,.154,.500,0,0
2004-05,27,WAS,NBA,SF,42,428,.438,12.3,.781,.367,.117,.047,.250,.219,.480,.617,.200,.500,.406,.286,.521,.063,7,.875,.214,.167,1,0
2005-06,28,LAL,NBA,SG,25,279,.476,12.2,.786,.393,.060,.036,.298,.214,.561,.788,.200,.667,.320,.167,.649,.095,8,1.000,.222,.250,1,0
Career,,,NBA,,102,1312,.429,11.2,.797,.359,.178,.048,.212,.203,.475,.701,.238,.353,.320,.250,.530,.059,20,.889,.194,.286,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,WAS,NBA,,77,1033,.415,10.9,.800,.348,.215,.052,.185,.200,.449,.670,.241,.286,.320,.278,.485,.048,12,.867,.185,.300,1,0
1 season,,LAL,NBA,,25,279,.476,12.2,.786,.393,.060,.036,.298,.214,.561,.788,.200,.667,.320,.167,.649,.095,8,1.000,.222,.250,1,0
