Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,25,DLC,ABA,PG,8,NA,34.9,7.4,17.4,0.424,0,0.3,0,7.4,17.1,0.431,0.424,3.5,4.8,0.737,NA,NA,5.6,3.5,4.4,5,18.3
1968-69,26,MMF,ABA,PG,12,NA,30.8,5,14.4,0.347,0,0.3,0,5,14.1,0.355,0.347,4.5,5.5,0.818,NA,NA,3.5,4.2,3.7,4,14.5
1969-70,27,DLC,ABA,SG,5,NA,10.2,1.6,5,0.32,0.4,0.6,0.667,1.2,4.4,0.273,0.36,1.6,2,0.8,NA,NA,2.2,2.8,1.2,2.2,5.2
Career,NA,,ABA,,25,NA,28,5.1,13.5,0.377,0.1,0.4,0.222,5,13.1,0.381,0.38,3.6,4.6,0.789,NA,NA,3.9,3.7,3.4,4,13.8
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,DLC,ABA,,13,NA,25.4,5.2,12.6,0.409,0.2,0.4,0.4,5,12.2,0.409,0.415,2.8,3.7,0.75,NA,NA,4.3,3.2,3.2,3.9,13.2
1 season,NA,MMF,ABA,,12,NA,30.8,5,14.4,0.347,0,0.3,0,5,14.1,0.355,0.347,4.5,5.5,0.818,NA,NA,3.5,4.2,3.7,4,14.5
