Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Maurice McHartley,,2.4,1.8,0.8
Marcus Banks,95.7,2.3,1.9,0.7
Larry Hughes,94.6,2.4,1.7,0.6
Trey Burke,92.3,2.4,2.1,0.9
John Battle,89.9,2.3,1.5,1
J.J. Redick,89.6,2.3,1.7,0.5
Thabo Sefolosha,89.0,2.2,1.5,0.8
Álex Abrines,88.8,2.2,2.1,0.6
David Nwaba,88.8,2.4,1.4,0.8
Jordan Clarkson,88.7,2.4,2.1,1.2
Eric Piatkowski,88.7,2.3,2,1.2
