Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,25,DLC,ABA,PG,58,NA,37.5,5.7,14.2,0.4,0.1,0.3,0.176,5.6,13.9,0.405,0.402,3.9,5.6,0.694,NA,NA,4.7,4,4.2,3.7,15.3
1968-69,26,TOT,ABA,PG-SG,76,NA,28.3,5.1,12.7,0.405,0.1,0.4,0.222,5.1,12.3,0.411,0.409,3.5,4.4,0.795,0.9,1.9,2.8,3.5,3.5,3.3,13.8
1968-69,26,NYA,ABA,SG,24,NA,26.9,4.5,11.1,0.402,0,0.2,0,4.5,10.9,0.408,0.402,3.5,4.5,0.776,1.1,2,3.2,3.2,3.3,3.6,12.4
1968-69,26,MMF,ABA,PG,52,NA,28.9,5.4,13.4,0.407,0.1,0.4,0.261,5.3,12.9,0.412,0.411,3.5,4.3,0.804,0.7,1.9,2.6,3.7,3.6,3.2,14.5
1969-70,27,TOT,ABA,SG-PG,55,NA,18,2.8,7.1,0.399,0.1,0.7,0.167,2.7,6.4,0.423,0.407,1.8,2.4,0.754,0.8,1.3,2.1,2.6,2.7,2.9,7.5
1969-70,27,MMF,ABA,PG,11,NA,29,3.8,10.7,0.356,0,0.3,0,3.8,10.5,0.365,0.356,2.5,3.4,0.73,1,1.9,2.9,4.1,4.2,4.6,10.1
1969-70,27,PTP,ABA,SG,17,NA,22.4,3.4,7.8,0.432,0.1,0.3,0.4,3.2,7.5,0.433,0.439,2.4,3.1,0.769,0.9,1.4,2.3,3.2,3.5,2.8,9.2
1969-70,27,DLC,ABA,SG,27,NA,10.9,2.1,5.1,0.406,0.1,1,0.143,1.9,4.1,0.473,0.42,1.1,1.5,0.756,0.6,1.1,1.6,1.6,1.6,2.2,5.4
Career,NA,,ABA,,189,NA,28.1,4.6,11.5,0.402,0.1,0.4,0.188,4.6,11.1,0.411,0.406,3.1,4.2,0.746,0.8,1.7,3.2,3.4,3.5,3.3,12.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,DLC,ABA,,85,NA,29,4.5,11.3,0.401,0.1,0.5,0.156,4.5,10.8,0.413,0.404,3,4.3,0.701,0.6,1.1,3.7,3.2,3.4,3.2,12.2
2 seasons,NA,MMF,ABA,,63,NA,28.9,5.2,12.9,0.399,0.1,0.4,0.231,5.1,12.5,0.405,0.403,3.3,4.1,0.793,0.8,1.9,2.7,3.8,3.7,3.4,13.7
1 season,NA,NYA,ABA,,24,NA,26.9,4.5,11.1,0.402,0,0.2,0,4.5,10.9,0.408,0.402,3.5,4.5,0.776,1.1,2,3.2,3.2,3.3,3.6,12.4
1 season,NA,PTP,ABA,,17,NA,22.4,3.4,7.8,0.432,0.1,0.3,0.4,3.2,7.5,0.433,0.439,2.4,3.1,0.769,0.9,1.4,2.3,3.2,3.5,2.8,9.2
