Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1953-54,23,SYR,NBA,C,11,100,9.8,0.381,0.371,NA,NA,NA,5,NA,-0.2,0.1,-0.1,-0.038
Career,NA,,NBA,,11,100,9.8,0.381,0.371,NA,NA,NA,5,NA,-0.2,0.1,-0.1,-0.038
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,SYR,NBA,,11,100,9.8,0.381,0.371,NA,NA,NA,5,NA,-0.2,0.1,-0.1,-0.038
