Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1948-49,24,FTW,BAA,PF,2,NA,NA,1,4,0.25,4,6,0.667,NA,0,3,6
1949-50,25,DNN,NBA,PF,53,NA,NA,245,840,0.292,233,317,0.735,NA,85,223,723
1951-52,27,TOT,NBA,PF,38,NA,783,98,279,0.351,97,145,0.669,111,57,132,293
1951-52,27,INO,NBA,PF,6,NA,23,2,5,0.4,5,6,0.833,3,0,6,9
1951-52,27,MLH,NBA,PF,32,NA,760,96,274,0.35,92,139,0.662,108,57,126,284
1952-53,28,MLH,NBA,PF,61,NA,776,100,284,0.352,130,189,0.688,104,63,199,330
Career,NA,,TOT,,154,NA,1559,444,1407,0.316,464,657,0.706,215,205,557,1352
,NA,,NBA,,152,NA,1559,443,1403,0.316,460,651,0.707,215,205,554,1346
,NA,,BAA,,2,NA,NA,1,4,0.25,4,6,0.667,NA,0,3,6
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,MLH,NBA,,93,NA,1536,196,558,0.351,222,328,0.677,212,120,325,614
1 season,NA,DNN,NBA,,53,NA,NA,245,840,0.292,233,317,0.735,NA,85,223,723
1 season,NA,INO,NBA,,6,NA,23,2,5,0.4,5,6,0.833,3,0,6,9
1 season,NA,FTW,BAA,,2,NA,NA,1,4,0.25,4,6,0.667,NA,0,3,6
