Season,Team,Lg,Salary
2010-11,Boston Celtics,NBA,"$136,509"
2010-11,Portland Trail Blazers,NBA,"$27,859"
2011-12,Portland Trail Blazers,NBA,"$762,195"
2012-13,Minnesota Timberwolves,NBA,"$447,298"
2013-14,Minnesota Timberwolves,NBA,"$916,099"
Career,(may be incomplete),,"$2,289,960"
