Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1972-73,22,INA,ABA,PF,1,NA,34:00,10,15,0.667,0,1,0,3,6,0.5,5,15,2,1,1,3,5,23
1973-74,23,INA,ABA,PF,1,NA,30:00,7,21,0.333,0,0,NA,0,0,NA,7,11,1,1,0,8,3,14
1974-75,24,INA,ABA,PF,1,NA,32:00,6,14,0.429,0,1,0,6,11,0.545,3,12,5,3,1,3,5,18
1975-76,25,PHI,NBA,PF,1,0,19:00,4,9,0.444,NA,NA,NA,2,4,0.5,1,7,2,0,0,NA,2,10
1976-77,26,PHI,NBA,PF,1,1,26:00,2,9,0.222,NA,NA,NA,0,2,0,5,7,2,4,0,NA,3,4
1978-79,28,DEN,NBA,PF,1,1,25:00,5,12,0.417,NA,NA,NA,6,11,0.545,2,6,3,5,0,0,4,16
Career,NA,,TOT,,6,2,166,34,80,0.425,0,2,0,17,34,0.5,23,58,15,14,2,14,22,85
,NA,,ABA,,3,NA,96,23,50,0.46,0,2,0,9,17,0.529,15,38,8,5,2,14,13,55
,NA,,NBA,,3,2,70,11,30,0.367,NA,NA,NA,8,17,0.471,8,20,7,9,0,0,9,30
