Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Treveon Graham,,1.8,0.5,0.4
John Warren,92.8,1.7,0.5,0.3
Felipe López,92.3,1.9,0.5,0.4
Patrick McCaw,92.0,1.7,0.6,0.5
Sidney Lowe,90.7,1.7,0.5,0.3
Avery Johnson,88.7,1.6,0.5,0.3
Kedrick Brown,87.9,2,0.5,0.4
Randy Brown,86.2,1.9,0.4,0.3
Nik Stauskas,85.2,1.4,0.5,0.5
Bubbles Hawkins,84.4,1.9,0.6,0.3
John Wetzel,84.4,2,0.7,0.5
