Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1964-65,22,NYK,NBA,C,80,3042,17.8,0.477,0.279,NA,NA,NA,6.7,NA,NA,NA,3.1,2.4,5.5,0.087,NA,NA,NA,NA,NA
1965-66,23,NYK,NBA,PF,76,2537,14.4,0.497,0.395,NA,NA,NA,4.8,NA,NA,NA,2.9,0.7,3.6,0.069,NA,NA,NA,NA,NA
1966-67,24,NYK,NBA,PF,78,2824,19.7,0.538,0.375,NA,NA,NA,6.3,NA,NA,NA,6.5,1.3,7.9,0.134,NA,NA,NA,NA,NA
1967-68,25,NYK,NBA,PF,81,2879,19.5,0.537,0.378,NA,NA,NA,7.9,NA,NA,NA,6.5,3.5,10,0.167,NA,NA,NA,NA,NA
1968-69,26,NYK,NBA,C,82,3108,21.4,0.562,0.322,NA,NA,NA,9,NA,NA,NA,9.5,5.1,14.7,0.227,NA,NA,NA,NA,NA
1969-70,27,NYK,NBA,C,81,3089,20.3,0.552,0.335,NA,NA,NA,7.1,NA,NA,NA,7.2,7.5,14.6,0.227,NA,NA,NA,NA,NA
1970-71,28,NYK,NBA,C,73,2855,19.3,0.51,0.286,NA,NA,16,7.4,NA,NA,NA,4.1,6.5,10.6,0.179,NA,NA,NA,NA,NA
1971-72,29,NYK,NBA,C,11,363,13.7,0.477,0.285,NA,NA,13,8.4,NA,NA,NA,0.1,0.5,0.6,0.081,NA,NA,NA,NA,NA
1972-73,30,NYK,NBA,C,69,1876,15.4,0.5,0.176,NA,NA,15.5,9.1,NA,NA,NA,1.9,3.9,5.8,0.149,NA,NA,NA,NA,NA
1973-74,31,NYK,NBA,C,19,500,15.9,0.506,0.288,9.9,19.7,14.8,8.4,1.1,2.3,NA,0.7,0.9,1.5,0.145,NA,0.6,0.7,1.3,0.4
Career,NA,,NBA,,650,23073,18.6,0.523,0.323,9.9,19.7,15.6,7.3,1.1,2.3,NA,42.6,32.4,74.9,0.156,NA,0.6,0.7,1.3,0.4
