Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1964-65,22,NYK,NBA,C,80,NA,3042,629,1457,0.432,302,407,0.742,NA,NA,1175,133,NA,NA,339,1560
1965-66,23,NYK,NBA,PF,76,NA,2537,438,1009,0.434,302,399,0.757,NA,NA,883,91,NA,NA,323,1178
1966-67,24,NYK,NBA,PF,78,NA,2824,635,1298,0.489,358,487,0.735,NA,NA,1136,126,NA,NA,293,1628
1967-68,25,NYK,NBA,PF,81,NA,2879,659,1346,0.49,367,509,0.721,NA,NA,1073,159,NA,NA,343,1685
1968-69,26,NYK,NBA,C,82,NA,3108,704,1351,0.521,325,435,0.747,NA,NA,1191,190,NA,NA,314,1733
1969-70,27,NYK,NBA,C,81,NA,3089,702,1385,0.507,351,464,0.756,NA,NA,1126,161,NA,NA,287,1755
1970-71,28,NYK,NBA,C,73,NA,2855,614,1330,0.462,299,381,0.785,NA,NA,1003,148,NA,NA,228,1527
1971-72,29,NYK,NBA,C,11,NA,363,60,137,0.438,27,39,0.692,NA,NA,96,22,NA,NA,30,147
1972-73,30,NYK,NBA,C,69,NA,1876,334,705,0.474,92,124,0.742,NA,NA,590,126,NA,NA,205,760
1973-74,31,NYK,NBA,C,19,NA,500,84,184,0.457,42,53,0.792,47,94,141,30,12,21,49,210
Career,NA,,NBA,,650,NA,23073,4859,10202,0.476,2465,3298,0.747,47,94,8414,1186,12,21,2411,12183
