Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1964-65,22,NYK,NBA,C,80,NA,38,7.9,18.2,0.432,3.8,5.1,0.742,NA,NA,14.7,1.7,NA,NA,4.2,19.5
1965-66,23,NYK,NBA,PF,76,NA,33.4,5.8,13.3,0.434,4,5.3,0.757,NA,NA,11.6,1.2,NA,NA,4.3,15.5
1966-67,24,NYK,NBA,PF,78,NA,36.2,8.1,16.6,0.489,4.6,6.2,0.735,NA,NA,14.6,1.6,NA,NA,3.8,20.9
1967-68,25,NYK,NBA,PF,81,NA,35.5,8.1,16.6,0.49,4.5,6.3,0.721,NA,NA,13.2,2,NA,NA,4.2,20.8
1968-69,26,NYK,NBA,C,82,NA,37.9,8.6,16.5,0.521,4,5.3,0.747,NA,NA,14.5,2.3,NA,NA,3.8,21.1
1969-70,27,NYK,NBA,C,81,NA,38.1,8.7,17.1,0.507,4.3,5.7,0.756,NA,NA,13.9,2,NA,NA,3.5,21.7
1970-71,28,NYK,NBA,C,73,NA,39.1,8.4,18.2,0.462,4.1,5.2,0.785,NA,NA,13.7,2,NA,NA,3.1,20.9
1971-72,29,NYK,NBA,C,11,NA,33,5.5,12.5,0.438,2.5,3.5,0.692,NA,NA,8.7,2,NA,NA,2.7,13.4
1972-73,30,NYK,NBA,C,69,NA,27.2,4.8,10.2,0.474,1.3,1.8,0.742,NA,NA,8.6,1.8,NA,NA,3,11
1973-74,31,NYK,NBA,C,19,NA,26.3,4.4,9.7,0.457,2.2,2.8,0.792,2.5,4.9,7.4,1.6,0.6,1.1,2.6,11.1
Career,NA,,NBA,,650,NA,35.5,7.5,15.7,0.476,3.8,5.1,0.747,2.5,4.9,12.9,1.8,0.6,1.1,3.7,18.7
