,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2013-14,22,IND,NBA,26:23,3,6,2,3,2,4,2,2,2,5,5,2,1,1,3,5,8,7.0
2014-15,23,IND,NBA,42:45,10,19,3,6,9,16,8,11,5,8,12,6,3,3,5,5,28,19.6
2015-16,24,IND,NBA,33:45,8,15,7,11,6,8,4,4,5,10,12,4,4,2,4,5,25,22.8
2016-17,25,NOP,NBA,46:36,8,13,6,9,5,6,8,9,3,8,9,7,3,2,4,5,30,28.6
2017-18,26,NOP,NBA,23:13,3,7,2,4,2,4,1,2,3,5,6,4,3,1,3,4,9,7.4
2018-19,27,NOP,NBA,37:04,5,12,4,7,3,5,4,4,3,7,8,4,4,1,3,5,14,11.8
2019-20,28,TOT,NBA,33:20,9,14,4,7,5,8,4,4,3,6,7,5,3,3,3,4,22,19.6
2019-20,28,MEM,NBA,33:20,9,14,4,7,5,8,4,4,3,6,7,5,3,3,3,4,22,19.6
2019-20,28,MIA,NBA,30:05,1,4,1,3,1,3,2,2,2,4,4,3,2,2,3,2,5,6.6
Career,,,,46:36,10,19,7,11,9,16,8,11,5,10,12,7,4,3,5,5,30,28.6
3 Seasons,,IND,NBA,42:45,10,19,7,11,9,16,8,11,5,10,12,6,4,3,5,5,28,22.8
3 Seasons,,NOP,NBA,46:36,8,13,6,9,5,6,8,9,3,8,9,7,4,2,4,5,30,28.6
1 Season,,MEM,NBA,33:20,9,14,4,7,5,8,4,4,3,6,7,5,3,3,3,4,22,19.6
1 Season,,MIA,NBA,30:05,1,4,1,3,1,3,2,2,2,4,4,3,2,2,3,2,5,6.6
