Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1977-78,23,HOU,NBA,SG,7,NA,21,4.5,13.5,0.333,0,0,NA,2.3,6.8,9,4.5,2.3,0,4.5,2.3,9,NA,69,105
Career,NA,,NBA,,7,NA,21,4.5,13.5,0.333,0,0,NA,2.3,6.8,9,4.5,2.3,0,4.5,2.3,9,NA,69,105
