Season,Team,Lg,Salary
2005-06,Sacramento Kings,NBA,"$398,762"
2006-07,Sacramento Kings,NBA,"$664,209"
2007-08,Utah Jazz,NBA,"$1,100,000"
2008-09,Utah Jazz,NBA,"$1,188,000"
2009-10,Utah Jazz,NBA,"$1,250,000"
2010-11,Utah Jazz,NBA,"$1,380,000"
2011-12,Phoenix Suns,NBA,"$1,069,509"
2013-14,Orlando Magic,NBA,"$1,265,977"
2014-15,Los Angeles Lakers,NBA,"$1,316,809"
2015-16,Phoenix Suns,NBA,"$1,499,187"
2016-17,Oklahoma City Thunder,NBA,"$2,557,545"
2016-17,Phoenix Suns,NBA,"$465,143"
2017-18,Oklahoma City Thunder,NBA,"$2,442,455"
Career,(may be incomplete),,"$16,597,596"
