Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1989-90,24,CHI,NBA,PF,31,182,2.5,0.335,0,0.1,11,14.3,12.7,6,1.1,1.4,26.4,13.3,NA,-0.4,0.1,-0.3,-0.069,NA,-7.5,-2.7,-10.2,-0.4
1990-91,25,CHH,NBA,PF,3,43,8.6,0.437,0,0.143,7.8,16.5,12,3.4,1.1,1.4,6.3,15.7,NA,0,0,0,0.022,NA,-4.7,-2.2,-6.8,-0.1
1991-92,26,ATL,NBA,SF,12,117,13.8,0.48,0,0.2,8,15.8,11.8,10.9,2.1,1.5,9.3,19,NA,0.1,0.1,0.2,0.086,NA,-1.9,0.3,-1.5,0
1992-93,27,ATL,NBA,PF,9,120,6.9,0.421,0,0.32,10.7,16.4,13.4,6.5,3.3,0.5,27.8,13.6,NA,-0.2,0.1,-0.1,-0.02,NA,-4.9,0.2,-4.7,-0.1
Career,NA,,NBA,,55,462,7.1,0.418,0,0.185,9.9,15.4,12.6,7.1,1.9,1.2,19.3,15.1,NA,-0.5,0.4,-0.1,-0.008,NA,-5.1,-1.1,-6.3,-0.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,CHI,NBA,,31,182,2.5,0.335,0,0.1,11,14.3,12.7,6,1.1,1.4,26.4,13.3,NA,-0.4,0.1,-0.3,-0.069,NA,-7.5,-2.7,-10.2,-0.4
2 seasons,NA,ATL,NBA,,21,237,10.3,0.458,0,0.243,9.4,16.1,12.6,8.7,2.7,1,17.1,16.3,NA,-0.1,0.3,0.2,0.032,NA,-3.4,0.3,-3.1,-0.1
1 season,NA,CHH,NBA,,3,43,8.6,0.437,0,0.143,7.8,16.5,12,3.4,1.1,1.4,6.3,15.7,NA,0,0,0,0.022,NA,-4.7,-2.2,-6.8,-0.1
