Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Pascal Siakam,,9.3,4.7,1.6
Peja Stojaković,92.5,10.1,4.8,1.7
Antonio McDyess,90.4,9.4,3.6,1.8
Lou Hudson,89.8,10.1,4.9,2.2
Kevin Willis,88.4,8.6,4.7,2.7
Tiago Splitter,88.0,8.2,4.6,2.3
Glen Rice,87.2,7.9,4.4,1.4
Draymond Green,87.1,8.5,4.5,0.6
Jim Brewer,86.6,7.9,4.4,1.3
Jack Marin,85.8,8.5,5.4,2.5
Paul George,85.6,9,6,2.4
