Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4
Johnny Taylor,,0.2,0,-0.1,NA
DeWayne Scales,45.3,0.3,0,-0.1,NA
Doug Edwards,15.9,0.2,0.1,0,NA
Easy Parham,4.2,0.3,0.1,0,NA
Alando Tucker,2.2,0.2,0.1,0,NA
Pops Mensah-Bonsu,-0.1,0.3,0,0,0
Andre Brown,-4.5,0.4,0,-0.1,NA
Victor Claver,-5.5,0.2,0.1,-0.1,NA
Scooter McCray,-5.6,0.3,0.1,0,NA
Lazar Hayward,-6.3,0.3,0.1,-0.1,NA
Jordan Mickey,-14.9,0.3,0.1,0.1,NA
