,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1977-78,22,DEN,NBA,,5,7,,,,,3,3,,,4,5,,,3,4,10,
1978-79,23,DEN,NBA,,7,12,,,,,11,12,3,9,11,8,4,3,4,6,19,18.5
1979-80,24,TOT,NBA,,6,,2,,,,9,10,,,,,,,,,17,
1979-80,24,UTA,NBA,,2,,0,,,,3,3,,,,,,,,,5,
1979-80,24,NJN,NBA,,6,,2,,,,9,10,,,,,,,,,17,
1980-81,25,CLE,NBA,,2,5,0,,2,,4,4,,,3,3,,,,6,8,
1981-82,26,MIL,NBA,,6,11,1,3,6,10,4,4,,,3,6,3,1,3,4,15,
1982-83,27,TOT,NBA,,3,5,0,1,3,4,6,6,,,2,3,,,2,3,6,
1982-83,27,SDC,NBA,,1,3,0,1,1,3,6,6,,,1,3,,,2,3,6,
1982-83,27,SAS,NBA,,3,5,0,1,3,4,2,2,,,2,2,1,0,1,2,6,
1984-85,29,CLE,NBA,,1,5,0,2,1,5,5,6,0,3,3,3,1,0,1,2,7,4.5
Career,,,,,7,,,,,,11,12,,,,,,,,,19,
2 Seasons,,DEN,NBA,,7,12,,,,,11,12,,,11,8,,,4,6,19,
1 Season,,NJN,NBA,,6,,2,,,,9,10,,,,,,,,,17,
1 Season,,MIL,NBA,,6,11,1,3,6,10,4,4,,,3,6,3,1,3,4,15,
2 Seasons,,CLE,NBA,,2,5,0,,2,,5,6,,,3,3,,,,6,8,
1 Season,,SAS,NBA,,3,5,0,1,3,4,2,2,,,2,2,1,0,1,2,6,
1 Season,,UTA,NBA,,2,,0,,,,3,3,,,,,,,,,5,
1 Season,,SDC,NBA,,1,3,0,1,1,3,6,6,,,1,3,,,2,3,6,
